CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-20049-329526,Certified,2020-02-25,Computer Programmers,Ibm India Private Limited,Durham,NC,Columbia,SC,82638.0
I-200-19225-860980,Certified,2019-08-20,"Software Developers, Applications","Tiruven, Inc.",Irving,TX,Durham,NC,103334.0
I-200-22024-847972,Certified,2022-01-31,Financial Analysts,Sallie Mae Bank,Newark,DE,Sterling,VA,86965.0
I-200-23150-060572,Certified,2023-06-05,Information Security Engineers,Certified Kernel Tech Llc,New York,NY,New York,NY,124030.0
I-200-19037-783312,Certified - Withdrawn,2019-02-13,Civil Engineers,Wsp Usa Inc.,New York,NY,Herndon,VA,115877.0
I-200-21165-395934,Certified,2021-06-22,"Software Developers, Applications","Prokarma, Inc.",Omaha,NE,Minneapolis,MN,88712.0
I-200-21089-183045,Certified,2021-04-06,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,New York,NY,44179.0
I-200-20260-827008,Certified,2020-09-23,"Software Developers, Applications, R&D",The U.s. Pharmacopeial Convention,Rockville,MD,Rockville,MD,78666.0
I-200-22144-203077,Certified,2022-06-01,Software Quality Assurance Engineers And Testers,Ibm Corporation,Durham,NC,Cary,NC,77584.0
I-200-19053-137186,Certified,2019-02-28,Graphic Designers,"Pinterest, Inc.",San Francisco,CA,San Francisco,CA,85738.0
I-200-22035-877588,Certified,2022-02-10,Biochemists And Biophysicists,"University Of California, San Francisco",San Francisco,CA,San Francisco,CA,65292.0
I-200-23164-106494,Certified,2023-06-20,Software Developers,Cvtech Innovations Llc,Naperville,IL,Denton,TX,98904.0
I-200-21357-785507,Certified,2022-01-03,"Software Developers, Applications",Rbc Bank (Georgia) Na,Minneapolis,MN,Orlando,FL,116418.0
I-200-22160-263937,Certified,2022-06-16,Computer Programmers,Tekorion Inc.,Irving,TX,Irving,TX,89565.0
I-200-19137-292141,Certified,2019-05-24,"Software Developers, Applications","Community Care Health Network, Inc.",Scottsdale,AZ,Scottsdale,AZ,81266.0
I-200-23011-696378,Certified,2023-01-18,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Morrisville,NC,117749.0
I-200-19010-815238,Certified,2019-01-16,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Fort Worth,TX,92352.0
I-200-19224-194789,Certified,2019-08-20,"Computer Occupations, All Other","Toast, Inc.",Boston,MA,Boston,MA,92498.0
I-200-19310-131326,Certified,2019-11-14,Statisticians,Hudson Data Llc,Geneva,NY,Livingston,NJ,70034.0
I-200-19294-099347,Certified,2019-10-28,"Software Developers, Applications",Avco Consulting Inc,Worcester,MA,Schaumburg,IL,81931.0
I-200-22081-999059,Certified,2022-03-29,"Software Developers, Applications","Ipivot, Llc",Dayton,NJ,Louisville,KY,80059.0
I-200-19010-309983,Certified,2019-01-16,Computer Systems Analysts,Ibm Corporation,Durham,NC,El Segundo,CA,76773.0
I-200-23110-950303,Certified,2023-04-27,Financial And Investment Analysts,"Accordion Partners, Llc",New York,NY,New York,NY,161429.0
I-200-19056-728827,Certified,2019-03-06,Statisticians,Research Triangle Institute (Rti International),Research Triangle Park,ND,Victor,NY,78354.0
I-200-19218-088085,Certified,2019-08-12,"Software Developers, Applications",Capgemini America Inc,Chicago,IL,Dearborn,MI,79498.0
I-200-19038-413892,Certified,2019-02-13,Computer Systems Analysts,Capgemini America Inc,Chicago,IL,Windsor,CT,82909.0
I-200-20308-897476,Certified,2020-11-10,Market Research Analysts And Marketing Specialists,Keypixel Software Solutions Llc,Parlin,NJ,Parlin,NJ,102939.0
I-200-21291-651885,Certified,2021-10-25,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,130894.0
I-200-21340-745691,Certified,2021-12-13,Mechanical Engineers,"Rivian Automotive, Llc",Irvine,CA,Irvine,CA,89731.0
I-200-19050-751033,Certified,2019-03-05,"Internists, General",Pmr Kentucky Holding Llc,Miami Gardens,FL,Louisville,KY,173243.0
I-200-21219-508673,Certified,2021-08-13,Veterinarians,Iowa State University Of Science And Technology,Ames,IA,Ames,IA,29000.0
I-200-22342-630206,Certified,2022-12-15,Molecular And Cellular Biologists,"The Broad Institute, Inc.",Cambridge,MA,Cambridge,MA,68827.0
I-200-23103-931386,Certified,2023-04-20,General Internal Medicine Physicians,Arkansas Health Group,Little Rock,AR,Little Rock,AR,166234.0
I-200-22005-809278,Certified,2022-01-12,Computer Systems Analysts,Deloitte Consulting Llp,Philadelphia,PA,Houston,TX,85038.0
I-200-23033-744174,Certified,2023-02-08,Software Developers,Apple Inc.,Cupertino,CA,Cupertino,CA,192941.0
I-200-22210-385073,Certified,2022-08-05,Software Developers,Epsilon Data Management Llc,Irving,TX,Irving,TX,116938.0
I-200-19249-729188,Certified,2019-09-12,Computer Systems Analysts,"Oncloud Solutions, Inc.",New Hyde Park,NY,Charlotte,NC,96158.0
I-200-19088-658484,Certified,2019-04-04,"Software Developers, Applications","New York Technology Partners, Inc.",Jersey City,NJ,Jersey City,NJ,96366.0
I-200-19168-670832,Certified,2019-06-25,Construction Managers,"Ollie Holdings, Llc",New York,NY,Los Angeles,CA,77376.0
I-200-22280-516260,Certified,2022-10-17,Physical Therapists,"Gvn, Inc.",Tamuning,GU,Tamuning,GU,67309.0
I-200-19054-729494,Certified,2019-02-28,"Software Developers, Applications",Blend Labs Inc.,San Francisco,CA,San Francisco,CA,121077.0
I-200-23097-915307,Certified,2023-04-14,Software Developers,Ms Info Tech Llc,Denton,TX,Plano,TX,98904.0
I-200-23112-957342,Certified,2023-04-28,Data Scientists,Refinitiv Us Llc,New York,NY,New York,NY,102482.0
I-200-19220-262437,Certified,2019-08-14,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,131726.0
I-200-22027-858601,Certified,2022-02-03,"Software Developers, Applications","Knowledge Builders, Incorporated",Albany,NY,Albany,NY,81453.0
I-200-23163-100604,Certified,2023-06-19,Computer Systems Engineers/Architects,Synapsis Inc,Springfield,IL,Springfiled,IL,68099.0
I-200-21216-501680,Certified,2021-08-11,Computer Systems Engineers/Architects,Google Llc,Mountain View,CA,San Francisco,CA,125486.0
I-200-22119-120264,Certified,2022-05-06,Computer Systems Analysts,It Cats Llc,Sayreville,NJ,Sayreville,NJ,92560.0
I-200-21062-116948,Certified,2021-03-10,Accountants,"Lance Soll & Lunghard, Llp",Brea,CA,Magnolia,TX,75580.0
I-200-21320-707119,Certified,2021-11-23,"Software Developers, Applications",Corventech Corp,Portland,OR,Frisco,TX,94037.0
I-200-20206-734024,Certified,2020-07-31,Investment Fund Managers,"Greystar Management Services, Lp",Charleston,SC,Charleston,SC,118310.0
I-200-23034-749650,Certified,2023-02-10,Software Developers,"Digitalbytes, Inc.",Langhorne,PA,Lexington,MA,129189.0
I-200-20150-612679,Certified,2020-06-05,Management Analysts,"Citigroup Technology, Inc.",New York,NY,Tampa,FL,87110.0
I-200-21247-566205,Certified,2021-09-13,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,San Diego,CA,101192.0
I-200-21025-031912,Certified,2021-02-01,"Computer Occupations, All Other","Cigniti Technologies, Inc.",Irving,TX,Alameda,CA,95555.0
I-200-22123-130513,Certified,2022-05-10,Electrical Engineers,Ambarella Corp.,Santa Clara,CA,Santa Clara,CA,126131.0
I-200-20127-547961,Certified,2020-05-13,"Software Developers, Applications",Credit Suisse Services (Usa) Llc,New York,NY,Morrisville,NC,85987.0
I-200-21251-570203,Certified,2021-09-15,"Software Developers, Applications",Tata Consultancy Services Limited,Rockville,MD,Phoenix,AZ,86632.0
I-200-21152-357359,Certified,2021-06-08,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Irving,TX,97240.0
I-200-22133-168948,Certified,2022-05-20,"Biological Scientists, All Other",Harvard University,Cambridge,MA,Cambridge,MA,45240.0
I-200-19144-896770,Certified,2019-05-31,Computer Systems Analyst,Infosys Limited,Richardson,TX,Charlotte,NC,78978.0
I-200-21052-090673,Certified,2021-02-26,"Software Developers, Applications",Adobe Inc.,San Jose,CA,San Jose,CA,170872.0
I-200-19239-461191,Certified,2019-09-03,"Computer Occupations, All Other",Neo Tech Solutions Inc,South Plainfield,NJ,Jacksonville,FL,78520.0
I-200-21221-508977,Certified,2021-08-16,"Software Developers, Systems Software",Intel Corporation,Santa Clara,CA,Hillsboro,OR,111301.0
I-200-20293-882122,Certified - Withdrawn,2021-02-09,Radiologists,Rush University Medical Center,Chicago,IL,Chicago,IL,208000.0
I-200-22244-451969,Certified,2022-09-09,Industrial Engineers,Ppc Broadband Inc.,Syracuse,NY,Syracuse,NY,102565.0
I-200-23019-714048,Certified,2023-01-26,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Hagerstown,MD,83470.0
I-200-22039-887136,Certified,2022-02-15,"Software Developers, Applications",Think Development Systems,Norcross,GA,Stamford,CT,100110.0
I-200-22156-245619,Certified,2022-06-10,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Eden Prairie,MN,102003.0
I-200-21084-174081,Certified,2021-04-01,"Geoscientists, Except Hydrologists And Geographers",Schlumberger Technology Corporation,Houston,TX,Houston,TX,134514.0
I-200-19122-837351,Certified,2019-05-08,Statisticians,Amgen Inc.,Thousand Oaks,CA,South San Francisco,CA,100506.0
I-200-23172-133160,Certified,2023-06-28,Financial And Investment Analysts,"Delfi Diagnostics, Inc.",Baltimore,MD,Palo Alto,CA,145038.0
I-200-19057-244146,Certified,2019-03-05,"Software Developers, Applications",Accenture Llp,Chicago,IL,Chicago,IL,80912.0
I-200-22154-242479,Certified,2022-06-10,Operations Research Analysts,"Autumn Graphics Us, Inc.",Fayetteville,AR,Fayetteville,AR,46821.0
I-200-19100-692965,Certified,2019-04-17,Computer Systems Analyst,Infosys Limited,Richardson,TX,Sidney,OH,93184.0
I-200-20246-800449,Certified,2020-09-09,"Software Developers, Applications",Capgemini America Inc,Chicago,IL,Riversideâ ,CT,120390.0
I-200-22053-919367,Certified,2022-03-01,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,San Francisco,CA,60299.0
I-200-20059-362679,Certified,2020-03-06,Management Analysts,Avaap Usa Llc,Edison,NJ,Cary,NC,102211.0
I-200-19347-195646,Certified,2019-12-19,"Software Developers, Systems Software","Electronic Arts, Inc.",Redwood City,CA,Redwood City,CA,137259.0
I-200-23030-735039,Certified,2023-02-06,Financial And Investment Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,New York,NY,77272.0
I-200-22004-807982,Certified,2022-01-11,"Software Developers, Applications","Medline Industries, Lp",Northfield,IL,Mundelein,IL,90397.0
I-200-20139-581538,Certified,2020-05-26,Accountants,Kcw Cpa & Associates,Diamond Bar,CA,Diamond Bar,CA,67101.0
I-200-20091-447293,Certified,2020-04-07,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,113381.0
I-200-21126-291826,Certified,2021-05-13,"Elementary School Teachers, Except Special Education",Vancouver School District 37,Vancouver,WA,Vancouver,WA,61233.0
I-200-22063-953179,Certified,2022-03-11,"Software Developers, Applications","Db Global  Technology, Inc.",Cary,NC,Cary,NC,113339.0
I-200-21277-621944,Certified,2021-10-12,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,97760.0
I-200-22089-023215,Certified,2022-04-06,"Electronics Engineers, Except Computer","Synopsys, Inc.",Mountain View,CA,Austin,TX,95959.0
I-200-20137-578801,Certified,2020-05-22,Computer And Information Systems Managers,Amazon.com Services Llc,Seattle,WA,Seattle,WA,136490.0
I-200-22075-982220,Certified,2022-03-23,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,119350.0
I-200-22157-248012,Certified,2022-06-13,Computer And Information Systems Managers,Nike Usa Inc.,Beaverton,OR,Beaverton,OR,142626.0
I-200-19133-373231,Certified,2019-05-21,Marketing Managers,"Facebook, Inc.",Menlo Park,CA,Menlo Park,CA,147035.0
I-200-19322-151632,Withdrawn,2019-11-18,Operations Research Analysts,International Business Machines Corporation,Durham,NC,Pittsburgh,PA,66664.0
I-200-22123-130425,Certified,2022-05-10,Computer Systems Engineers/Architects,Dell Usa L.p.,Round Rock,TX,Round Rock,TX,109928.0
I-200-20041-312051,Withdrawn,2020-02-10,Business Intelligence Analysts,Aetna Resources Llc,Hartford,CT,Hartford,CT,130125.0
I-200-20113-507152,Certified,2020-04-29,"Software Developers, Applications",Collaborate Solutions Inc.,Shrewsbury,MA,Columbus,OH,70699.0
I-200-22082-004261,Certified,2022-03-30,Software Quality Assurance Engineers And Testers,"The Boston Consulting Group, Inc.",Boston,MA,Boston,MA,68432.0
I-200-19064-167026,Certified,2019-03-11,"Teachers And Instructors, All Other","Deno International Education Consultant, Llc.",Lansdowne,PA,Lansdowne,PA,38653.0
I-200-19292-097217,Certified,2019-10-25,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Scottsdale,AZ,89981.0
I-200-21181-435730,Certified,2021-07-08,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,AR,Bentonville,AR,76440.0
I-200-19039-622042,Certified,2019-02-22,Computer Systems Analyst,Infosys Limited,Richardson,TX,Tukwila,WA,85342.0
I-200-19037-575924,Withdrawn,2019-02-06,Operations Research Analysts,Palram Americas Inc,Kutztown,PA,Kutztown,PA,55432.0
I-200-19340-184320,Certified,2019-12-13,Database Administrators,"Pamten, Inc.",Princeton,NJ,Charlotte,NC,82493.0
I-200-20170-663339,Certified,2020-06-25,Computer Systems Engineers/Architects,Hcl America Solutions Inc,Sunnyvale,CA,"San Jose,",CA,109554.0
I-200-20066-386665,Certified,2020-03-13,Operations Research Analysts,Amazon.com Services Llc,Seattle,WA,San Francisco,CA,89898.0
I-200-21221-509220,Certified,2021-08-16,Electrical Engineers,"Leviton Manufacturing Co., Inc.",Melville,NY,Tualatin,OR,95846.0
I-200-22083-006021,Certified,2022-03-31,"Software Developers, Applications","Dish Network, Llc",Englewood,CO,Englewood,CO,94016.0
I-200-22091-028491,Certified,2022-04-08,"Software Developers, Applications","Uworld, Llc",Dallas,TX,Dallas,TX,94037.0
I-200-20164-650214,Certified,2020-06-19,"Software Developers, Applications",Bi Labs Inc,Iselin,NJ,Irving,TX,94307.0
I-200-19213-472762,Certified,2019-08-07,"Software Developers, Applications","Iconsoft, Inc.",Burlington,MA,Irving,TX,111010.0
I-200-22122-126893,Certified,2022-05-09,"Software Developers, Applications","Bankingon, Inc.",Austin,TX,Austin,TX,72384.0
I-200-22354-651389,Certified,2022-12-28,Software Developers,Google Llc,Mountain View,CA,Mountain View,CA,192941.0
I-200-19080-519207,Certified,2019-03-27,Mechanical Engineers,Trefz Engineering Inc,Horsham,PA,Horsham,PA,60944.0
I-200-20035-297051,Certified,2020-02-11,"Software Developers, Applications",Google Llc,Mountain View,CA,Austin,TX,91957.0
I-200-21200-470944,Certified,2021-07-26,Operations Research Analysts,"Power Costs, Inc.",Norman,OK,Marina,CA,147326.0
I-200-21118-267762,Certified,2021-05-05,Biostatisticians,Merck Sharp & Dohme Corp.,Kenilworth,NJ,Rahway,NJ,89898.0
I-200-22145-212459,Certified,2022-06-02,Market Research Analysts And Marketing Specialists,Horizon Media Llc,New York,NY,New York,NY,69514.0
I-200-19253-931939,Certified,2019-09-16,Computer Systems Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,Framingham,MA,110469.0
I-200-20121-530881,Certified,2020-05-07,"Software Developers, Applications",Pricewaterhousecoopers Llp,Tampa,FL,Tampa,FL,63294.0
I-200-21141-333669,Certified,2021-05-28,"Middle School Teachers, Except Special And Career/Technical Education",Presidio Independent School District,Presidio,TX,Presidio,TX,40600.0
I-200-21176-427310,Certified,2021-07-02,"Software Developers, Applications","Ntt Data Services, Llc",Plano,TX,Plano,TX,104690.0
I-200-21270-607104,Certified,2021-10-04,"Computer Occupations, All Other",Infosys Limited,Richardson,TX,Raleigh,NC,77584.0
I-200-22116-109206,Certified,2022-05-03,"Software Developers, Systems Software",Pilvi Systems,Lewisville,TX,Lewisville,TX,76898.0
I-200-21336-738417,Certified,2021-12-09,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Durham,NC,79914.0
I-200-22297-546613,Certified - Withdrawn,2022-11-16,Software Developers,"Citibank, N.a.",New York,NY,Tampa,FL,123614.0
I-200-19165-863572,Certified,2019-06-21,"Physicians And Surgeons, All Other",Weill Cornell Medical College,New York,NY,New York,NY,65562.0
I-200-22103-065066,Certified,2022-04-20,"Physicians And Surgeons, All Other",Brigham And Women's Hospital,Somerville,MA,Boston,MA,82379.0
I-200-22105-074708,Certified,2022-04-22,"Software Developers, Applications",Amazon.com Services Llc,Arlington,VA,Seattle,WA,119350.0
I-200-19035-792607,Denied,2019-02-08,Biological Technicians,Northwestern University,Evanston,IL,Chicago,IL,39416.0
I-200-21166-398101,Certified,2021-06-23,"Software Developers, Applications",Flysoft Inc,Jamesburg,NJ,West Palm Beach,FL,80995.0
I-200-22132-163301,Certified,2022-05-19,Computer Systems Engineers/Architects,Mindtree Limited,Warren,NJ,Parsippany,NJ,94349.0
I-200-20049-331707,Certified,2020-02-25,"Software Developers, Applications","Indeed, Inc.",Austin,TX,Seattle,WA,113381.0
I-200-19032-385410,Certified,2019-02-07,"Software Developers, Applications","Randstad Technologies, Llc",Woburn,MA,Dallas,TX,109886.0
I-200-19067-104894,Certified,2019-03-14,"Software Developers, Applications",Hallmark Global Technologies Inc,Hauppauge,NY,Bowling Green,KY,59966.0
I-200-21313-693669,Certified,2021-11-16,Electrical Engineers,Apple Inc.,Cupertino,CA,Cupertino,CA,148845.0
I-200-19078-780661,Certified,2019-03-25,Computer Systems Analysts,Spln International Llc,Jersey City,NJ,Jersey City,NJ,93642.0
I-200-21068-132472,Certified,2021-03-16,Statisticians,Visa Technology & Operations Llc,Foster City,CA,Foster City,CA,103002.0
I-200-23153-073973,Certified,2023-06-09,Software Quality Assurance Analysts And Testers,Google Llc,Mountain View,CA,Sunnyvale,CA,113110.0
I-200-19010-942619,Certified,2019-01-16,"Software Developers, Applications","Mastech Digital Resourcing, Inc., A Mastech Digital, Inc. Company",Moon Township,PA,Pittsburgh,PA,72779.0
I-200-20304-892927,Certified,2020-11-06,"Software Developers, Applications","Oracle America, Inc.",Redwood Shores,CA,Bellevue,WA,114599.0
I-200-21294-660023,Certified - Withdrawn,2022-01-21,Computer Programmers,Hcl America Inc,Sunnyvale,CA,Phoenix,AZ,73382.0
I-200-21112-251727,Certified,2021-04-29,Logisticians,Amazon.com Services Llc,Seattle,WA,Nashville,TN,38459.0
I-200-19080-433713,Certified,2019-03-27,"Software Developers, Systems Software","Scaleflux, Inc.",San Jose,CA,San Jose,CA,119101.0
I-200-21109-236836,Certified,2021-04-26,"Software Developers, Systems Software",Deloitte Consulting Llp,Philadelphia,PA,Dallas,TX,93558.0
I-200-21312-692342,Certified,2021-11-16,"Software Developers, Applications",Thermo Fisher Scientific Inc.,Waltham,MA,Carlsbad,CA,101109.0
I-200-19070-325439,Certified,2019-03-18,Web Developers,Tata Consultancy Services Limited,Rockville,MD,Morrisville,NC,62026.0
I-200-21143-336426,Certified,2021-05-28,Computer Programmers,Hcl America Inc,Sunnyvale,CA,Washington,DC,81848.0
I-200-22314-579823,Certified,2022-11-18,"Physicians, All Other",University Of North Carolina At Chapel Hill,Chapel Hill,NC,Chapel Hill,NC,189509.0
I-200-22255-467283,Certified,2022-09-19,Software Developers,Fca Us Llc,Auburn Hills,MI,Auburn Hills,MI,69514.0
I-200-22091-029443,Certified,2022-04-08,"Software Developers, Applications",Webject Systems Inc,Bridgewater,MA,Newport,RI,108680.0
I-200-19179-949601,Certified,2019-07-05,"Software Developers, Applications",New York Life Insurance Company,New York,NY,Lebanon,NJ,113256.0
I-200-20359-979106,Certified,2021-01-04,"Software Developers, Applications",Goldman Sachs Services Llc,Jersey City,NJ,Jersey City,NJ,78811.0
I-200-21230-529262,Certified,2021-08-25,Software Quality Assurance Engineers And Testers,Jpmorgan Chase & Co.,Chicago,IL,Wilmington,DE,100885.0
I-200-23135-022487,Certified,2023-05-22,"Elementary School Teachers, Except Special Education",Milwaukee Board Of School Directors,Milwaukee,WI,Milwaukee,WI,46810.0
I-200-19007-152114,Certified,2019-01-11,"Software Developers, Systems Software",New York Global Consultants Inc.,Uniondale,NY,Englewood Cliffs,NJ,99736.0
I-200-20114-512524,Certified,2020-04-30,"Software Developers, Applications",Kompsoft Inc.,Fremont,CA,Sunnyvale,CA,108784.0
I-200-22165-278834,Certified,2022-06-22,"Software Developers, Applications",Centene Management Company Llc,St. Louis,MO,Cedar Park,TX,90750.0
I-200-20203-728026,Certified,2020-07-28,Information Technology Project Managers,"Facebook, Inc.",Menlo Park,CA,Seattle,WA,117125.0
I-200-22342-629553,Certified,2022-12-15,Oral And Maxillofacial Surgeons,Trustees Of The University Of Pennsylvania,Philadelphia,PA,Philadelphia,PA,71979.0
I-200-19054-268496,Withdrawn,2019-02-23,"Computer Occupations, All Other",Citiustech Inc,Princeton,NJ,Princeton,NJ,84282.0
I-200-21008-002212,Certified,2021-01-15,"Software Developers, Applications","Vmware, Inc.",Palo Alto,CA,Emeryville,CA,169562.0
I-200-19140-648622,Certified,2019-05-24,"Software Developers, Applications",Surveymonkey Inc.,San Mateo,CA,San Mateo,CA,147597.0
I-200-19030-240707,Certified,2019-02-05,"Software Developers, Applications",Larsen & Toubro Infotech Limited,Edison,NJ,Jersey City,NJ,96366.0
I-200-19162-402992,Certified,2019-06-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,113318.0
I-200-22077-989719,Certified,2022-03-25,"Electronics Engineers, Except Computer",Intel Corporation,Santa Clara,CA,Hillsboro,OR,95326.0
I-200-19199-217352,Withdrawn,2019-07-18,Database Administrators,"Micronet It Solutions, Inc.",Duluth,GA,Madison,WI,69638.0
I-200-22152-228984,Certified,2022-06-07,"Software Developers, Applications","Zytus, Inc.",Richmond,VA,Palo Alto,CA,104291.0
I-200-19045-143687,Certified,2019-02-26,Lawyers,Linklaters Llp,New York,NY,New York,NY,81910.0
I-200-21072-145013,Certified,2021-03-19,Database Administrators,"Fedex Trade Networks Transport & Brokerage, Inc.",Memphis,TN,Memphis,TN,76003.0
I-200-22354-651782,Certified - Withdrawn,2023-05-12,Physicists,"Fermi Research Alliance, Llc",Batavia,IL,Batavia,IL,69014.0
I-200-22172-299806,Certified,2022-06-28,Environmental Engineers,"Arcadis U.s., Inc.",Highlands Ranch,CO,Melville,NY,65000.0
I-200-19109-192896,Certified,2019-04-25,Electrical Engineers,Nutanix Inc.,San Jose,CA,San Jose,CA,87974.0
I-200-23118-975669,Certified,2023-05-05,Computer Systems Analysts,"American Technology Consulting, Llc",West Des Moines,IA,Jacksonville,FL,75754.0
I-200-19319-147950,Certified,2019-11-21,"Software Developers, Systems Software",Visa Technology & Operations Llc,Foster City,CA,Ashburn,VA,101462.0
I-200-23026-730419,Certified,2023-02-02,Database Administrators,"Centene Management Company, Llc",St. Louis,MO,St. Louis,MO,92664.0
I-200-22077-991007,Certified,2022-03-25,Accountants And Auditors,Pricewaterhousecoopers Llp,Tampa,FL,Cincinnati,OH,62629.0
I-200-20265-835939,Certified,2020-09-28,"Software Developers, Applications",Epsoft Technologies Llc,Farmers Branch,TX,Farmers Branch,TX,110344.0
I-200-20281-862523,Certified,2020-10-15,"Software Developers, Applications",Holland America Line N.v.,Seattle,WA,Seattle,WA,134098.0
I-200-19297-107231,Certified,2019-10-31,"Software Developers, Applications","Uber Technologies, Inc.",San Francisco,CA,San Francisco,CA,119122.0
I-200-21114-255568,Certified - Withdrawn,2021-05-14,"Software Developers, Systems Software",Nutanix Inc.,San Jose,CA,Seattle,WA,134098.0
I-200-20176-677582,Certified,2020-07-01,"Software Developers, Systems Software","Loandepot.com, Llc",Foothill Ranch,CA,Plano,TX,129210.0
I-200-19008-428242,Certified,2019-01-14,"Computer Occupations, All Other",Larsen & Toubro Infotech Limited,Edison,NJ,Hartford,CT,90459.0
I-200-21021-025218,Certified,2021-01-28,"Biological Scientists, All Other",University Of Connecticut Health Center,Farmington,CT,Farmington,CT,52704.0
I-200-20024-273536,Certified,2020-01-31,"Software Developers, Applications","Bottomline Technologies (De), Inc.",Portsmouth,NH,Alpharetta,GA,127379.0
I-200-21312-691958,Certified,2021-11-16,Electrical Engineers,"Cal-Comp Usa (San Diego), Inc.",Carlsbad,CA,Littleton,MA,77750.0
I-200-19122-720449,Certified,2019-05-08,"Electronics Engineers, Except Computer","Smg Global Circuits, Inc.",Washington,PA,Washington,PA,57886.0
I-200-21076-154912,Certified,2021-03-24,Web Developers,Tata Consultancy Services Limited,Rockville,MD,Mclean,VA,72384.0
I-200-19298-109616,Certified,2019-11-01,Sales Engineers,Albemarle Corporation,Charlotte,NC,Houston,TX,127670.0
I-200-20100-472000,Certified,2020-04-15,Lawyers,"Paul, Weiss, Rifkind, Wharton & Garrison Llp",New York,NY,New York,NY,172016.0
I-200-21335-735673,Certified,2021-12-08,"Software Developers, Systems Software","Samsung Austin Semiconductor, L.l.c.",Austin,TX,Austin,TX,90750.0
I-200-23130-011579,Certified,2023-05-17,Data Scientists,Futureproof Technologies Inc.,La Jolla,CA,San Diego,CA,76960.0
I-200-20321-913961,Certified,2020-11-25,Computer Systems Engineers/Architects,"Compunnel Software Group, Inc",Plainsboro,NJ,Birmingham,AL,82742.0
I-200-22120-123256,Certified,2022-05-06,"Software Developers, Applications",Lexisnexis Risk Data Management Inc.,Alpharetta,GA,Boca Raton,FL,101026.0
I-200-19039-398741,Certified - Withdrawn,2019-02-14,"Financial Specialists, All Other",Ubs Securities Llc,Nashville,TN,New York,NY,80517.0
I-200-19170-484335,Certified,2019-06-25,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Jersey City,NJ,93642.0
I-200-20147-598824,Certified,2020-06-01,Commercial And Industrial Designers,L&T Technology Services Limited,Edison,NJ,Wyoming,MN,57574.0
I-200-21315-699883,Certified,2021-11-18,Market Research Analysts And Marketing Specialists,Hp Inc.,Spring,TX,Vancouver,WA,91354.0
I-200-21256-580892,Certified,2021-09-20,Robotics Engineers,"Intuitive Surgical Operations, Inc.",Sunnyvale,CA,Peachtree Corners,GA,83845.0
I-200-19085-222180,Certified,2019-05-30,"Engineers, All Other","Varian Medical Systems, Inc.",Palo Alto,CA,Palo Alto,CA,100755.0
I-200-19007-171044,Certified,2019-01-11,"Nursing Instructors And Teachers, Postsecondary",The Johns Hopkins University,Baltimore,MD,Baltimore,MD,77127.0
I-200-19057-340096,Certified,2019-03-11,"Secondary School Teachers, Except Special And Career/Technical Education",Cambridge Public Schools,Cambridge,MA,Cambridge,MA,57775.37
I-200-19036-005403,Certified,2019-02-18,Electrical Engineers,"Think-A-Move, Ltd.",Beachwood,OH,Beachwood,OH,86299.0
I-200-21335-734603,Certified,2021-12-07,Museum Technicians And Conservators,The J. Paul Getty Trust,Los Angeles,CA,Los Angeles,CA,57803.0
I-200-19079-323773,Certified,2019-03-26,Computer Systems Analysts,"Universal System Technologies, Inc.",Bingham Farms,MI,Bingham Farms,MI,73195.0
I-200-22137-179538,Certified,2022-05-24,Civil Engineers,Uzun And Case Llc,Atlanta,GA,Atlanta,GA,55744.0
I-200-20170-664883,Certified,2020-06-25,"Software Developers, Applications","Ovs Technologies, Inc",Reston,VA,Santa Clara,CA,108784.0
I-200-20225-764251,Certified - Withdrawn,2021-12-14,"Software Developers, Applications","Chags Health Information Technology, Llc",Columbia,MD,Raleigh,NC,91291.0
