CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-20141-587239,Certified,2020-05-27,Computer Systems Engineers/Architects,Barkat Consulting Llc,Libertyville,IL,Libertyville,IL,58552.0
I-200-21025-031756,Certified,2021-02-01,Information Technology Project Managers,Mphasis Corporation,New York,NY,Irving,TX,54538.0
I-200-19227-881661,Certified,2019-08-22,"Software Developers, Applications","Wafts Solutions, Inc.",Albany,NY,North Quincy,MA,91874.0
I-200-19196-456423,Certified - Withdrawn,2019-10-07,"Software Developers, Systems Software",Sony Interactive Entertainment Llc,San Mateo,CA,San Diego,CA,116646.0
I-200-23006-684935,Certified,2023-01-12,Software Developers,"Meta Platforms, Inc.",Menlo Park,CA,Menlo Park,CA,158080.0
I-200-22096-041991,Certified,2022-04-13,"Software Developers, Systems Software","Docusign, Inc.",San Francisco,CA,Frisco,TX,128315.0
I-200-21070-140941,Certified - Withdrawn,2021-04-13,"Software Developers, Applications",Trisync Technologies Inc.,South Plainfield,NJ,Baltimore,DC,118102.0
I-200-22203-370393,Denied,2022-07-25,Financial And Investment Analysts,Jpmorgan Chase & Co.,Chicago,IL,Brooklyn,NY,78561.0
I-200-19325-159550,Certified,2019-11-29,Information Technology Project Managers,"Herbalife International Of America, Inc.",Torrance,CA,Winston-Salem,NC,87859.0
I-200-20067-387597,Certified,2020-03-13,Computer And Information Systems Managers,"Wal-Mart Associates, Inc.",Bentonville,AR,Bentonville,AR,96970.0
I-200-22152-229099,Certified - Withdrawn,2022-08-08,Computer Systems Analysts,Ibm Corporation,Durham,NC,Chicago,IL,93600.0
I-200-22117-112549,Certified,2022-05-04,Marketing Managers,Miller Electric Manufacturing Llc,Appleton,WI,Appleton,WI,94286.0
I-200-22061-943845,Certified,2022-03-09,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,157477.0
I-200-21145-341797,Certified,2021-06-02,Computer And Information Systems Managers,Deloitte Consulting Llp,Philadelphia,PA,Bentonville,AR,72842.0
I-200-21145-342904,Certified,2021-06-02,Bioinformatics Scientists,"Mission Bio, Inc.",South San Francisco,CA,South San Francisco,CA,128794.0
I-200-21330-726664,Certified,2021-12-02,"Software Developers, Applications","Csi Solutions, Llc",Alpharetta,GA,Alpharetta,GA,87485.0
I-200-19158-493674,Certified,2019-06-27,Computer Programmers,Hexaware Technologies Inc.,Iselin,NJ,Stamford,CT,72696.0
I-200-23033-744226,Certified,2023-02-08,Software Developers,Applexus Technologies Inc.,Federal Way,WA,Federal Way,WA,148013.0
I-200-19106-136146,Certified,2019-04-22,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Rancho Cordova,CA,83720.0
I-200-20041-311814,Certified,2020-02-18,"Software Developers, Systems Software",Pax Technology Inc.,Jacksonville,FL,Jacksonville,FL,74942.0
I-200-20051-336149,Certified,2020-02-26,Speech-Language Pathologists,"Wings Speech And Language Center, Inc.",Ontario,CA,Ontario,CA,62629.0
I-200-20149-609011,Certified,2020-06-04,Industrial Production Managers,"Tesla, Inc.",Palo Alto,CA,Fremont,CA,107286.0
I-200-22024-847823,Certified,2022-01-31,"Software Developers, Systems Software",Tata Consultancy Services Limited,Rockville,MD,Charlotte,NC,104770.0
I-200-23145-054813,Certified,2023-06-01,"Secondary School Teachers, Except Special And Career/Technical Education",Anne Arundel County Public Schools,Annapolis,MD,Glen Burnie,MD,50247.0
I-200-22032-869068,Certified,2022-02-08,Database Administrators,Hudson Advisors L.p.,Dallas,TX,Dallas,TX,106059.0
I-200-20161-638711,Certified - Withdrawn,2021-08-25,Biochemists And Biophysicists,The University Of Texas M.d. Anderson Cancer Center,Houston,TX,Houston,TX,33446.0
I-200-22241-444210,Certified,2022-09-06,Mechanical Engineers,Caterpillar Inc,Irving,TX,Decatur,IL,85446.0
I-200-22201-365500,Certified,2022-07-27,"Special Education Teachers, All Other",Lexington City Schools,Lexington,NC,Lexington,NC,40733.0
I-200-22032-868358,Certified,2022-02-08,Multimedia Artists And Animators,"Amazon Registry Services, Inc",Seattle,WA,Seattle,WA,78520.0
I-200-19171-052655,Certified,2019-06-26,Family And General Practitioners,Ascension Medical Group Michigan,Warren,MI,Southfield,MI,76544.0
I-200-21347-762114,Certified,2021-12-20,"Software Developers, Systems Software","Dropbox, Inc.",San Francisco,CA,San Francisco,CA,167710.0
I-200-20184-693908,Certified,2020-07-10,"Computer Systems Analysts, Non R&D",City Of Hope National Medical Center,Duarte,CA,Irwindale,CA,104374.0
I-200-19277-072808,Certified,2019-10-11,"Software Developers, Applications",Amiga Informatics Inc.,Hicksville,NY,St. Louis,MO,83346.0
I-200-19080-919067,Certified,2019-04-30,Chemical Engineers,"Kbr, Inc.",Houston,TX,Houston,TX,88691.0
I-200-19084-082954,Certified,2019-03-29,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,113318.0
I-200-21103-219504,Certified,2021-04-20,"Healthcare Practitioners And Technical Workers, All Other",Mount Sinai Beth Israel,New York,NY,New York,NY,70387.0
I-200-22100-054343,Certified,2022-04-15,"Elementary School Teachers, Except Special Education",Jasper County School District,Ridgeland,SC,Ridgeland,SC,34190.0
I-200-20031-289955,Certified,2020-02-07,"Software Developers, Applications",Teradyne Infotech Inc,Farmington Hills,MI,Austin,TX,91957.0
I-200-23145-052882,Certified,2023-06-01,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,Bellevue,WA,135720.0
I-200-21004-993188,Certified,2021-01-11,"Software Developers, Applications",Google Llc,Mountain View,CA,Pittsburgh,PA,80142.0
I-200-22080-994901,Certified,2022-03-28,"Computer Occupations, All Other",Mindtree Limited,Warren,NJ,Bethesda,MD,102107.0
I-200-22098-049890,Certified,2022-04-15,"Software Developers, Applications","Salesforce, Inc.",San Francisco,CA,San Francisco,CA,144726.0
I-200-20101-478529,Certified,2020-04-17,"Software Developers, Applications","Elan Technologies, Inc.",Irving,TX,Okemos,MI,77667.0
I-200-19331-171354,Certified,2019-12-05,"Medical Scientists, Except Epidemiologists",General Hospital Corporation,Somerville,MA,Boston,MA,52728.0
I-200-21309-690482,Certified,2021-11-15,"Software Developers, Applications","Rocket Homes Real Estate, Llc",Detroit,MI,Detroit,MI,96450.0
I-200-22140-196009,Certified,2022-05-27,Computer Programmers,Hcl America Solutions Inc,Sunnyvale,CA,Milpitas,CA,93850.0
I-200-22265-487944,Certified,2022-09-29,Software Developers,Palantir Technologies Inc.,Denver,CO,New York,NY,133390.0
I-200-19069-762181,Certified,2019-03-14,"Software Developers, Applications","3i Infotech, Inc.",Edison,NJ,Edison,NJ,96366.0
I-200-20021-265307,Certified,2020-01-28,Computer Systems Analysts,Itamerica Inc,Edison,NJ,Indianapolis,IN,82763.0
I-200-21285-638365,Certified,2021-10-19,Accountants And Auditors,Deloitte & Touche Llp,Philadelphia,PA,San Francisco,CA,130247.0
I-200-19022-048249,Certified,2019-01-28,"Computer Occupations, All Other","Aita Consulting Services, Inc.",North Brunswick,NJ,Sunnyvale,CA,95638.0
I-200-20113-509016,Certified,2020-04-29,Computer Systems Engineers/Architects,"Virtusa Consulting Services Pvt., Ltd",Piscataway,NJ,New York,NY,77750.0
I-200-20049-331883,Certified - Withdrawn,2020-03-05,"Software Developers, Applications","Marlabs, Inc.",Piscataway,NJ,Columbus,OH,90376.0
I-200-23082-873203,Certified,2023-03-30,Mechanical Engineers,General Motors Company,Detroit,MI,Warren,MI,107973.0
I-200-21102-215627,Withdrawn,2021-04-12,Marketing Managers,Sparks Marketing Corp,Philadelphia,PA,North Las Vegas,NV,108243.0
I-200-19263-883534,Certified,2019-09-26,"Software Developers, Applications","Compunnel Software Group, Inc.",Plainsboro,NJ,Plantation,FL,79560.0
I-200-23166-114518,Withdrawn,2023-06-15,Computer And Information Systems Managers,Sdvosb Materials Technology & Supply Llc,Ft Myers,FL,Ft Myers,FL,87422.0
I-200-21077-157967,Certified,2021-03-25,"Software Developers, Applications","Prorsum Technologies, Inc.",Itasca,IL,Phoenix,AZ,83637.0
I-200-23138-035827,Certified,2023-05-25,Software Developers,Calabitek Inc,Carrollton,TX,Alpharetta,GA,99008.0
I-200-19067-511277,Certified,2019-03-14,"Software Developers, Systems Software",Techalpha Llc,Burlington,MA,Mclean,VA,103584.0
I-200-21246-563886,Certified,2021-09-13,Network And Computer Systems Administrators,Tata Consultancy Services Limited,Rockville,MD,Bloomington,MN,75046.0
I-200-21144-338479,Certified,2021-06-01,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Orlando,FL,47590.0
I-200-21167-403171,Certified,2021-06-24,"Software Developers, Applications","Cybecys, Inc.",Plano,TX,Brambleton,VA,97406.0
I-200-19302-113669,Certified,2019-11-05,Sales Engineers,Wipro Limited,East Brunswick,NJ,New York,NY,91603.0
I-200-22004-806751,Certified,2022-01-11,"Software Developers, Applications",Koya Consulting Inc,Houston,TX,Warren,MI,63877.0
I-200-20077-412210,Certified,2020-03-24,"Software Developers, Applications","The Mathworks, Inc.",Natick,MA,Natick,MA,91874.0
I-200-20178-681766,Certified,2020-07-06,Budget Analysts,Bank Of China,New York,NY,New York,NY,71406.0
I-200-20123-536718,Certified,2020-05-08,"Software Developers, Applications","Zuora, Inc.",Redwood City,CA,Atlanta,GA,85509.0
I-200-19095-601617,Certified,2019-04-12,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,113318.0
I-200-21231-534169,Certified,2021-08-26,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Phoenix,AZ,78187.0
I-200-21055-097357,Certified,2021-03-03,"Software Developers, Applications","Bmr Infotek, Inc",Dublin,CA,Bentonville,AR,76440.0
I-200-20017-261858,Certified,2020-01-27,Computer And Information Systems Managers,"Charles Schwab And Company, Inc.",Lone Tree,CO,Chicago,IL,120474.0
I-200-22172-302470,Certified,2022-06-28,"Software Developers, Applications",Digitycs Llc,Dover,AZ,Dallas,TX,94037.0
I-200-21307-684908,Certified,2021-11-10,"Software Developers, Applications","Iris Software, Inc.",Edison,NJ,Irving,TX,128315.0
I-200-22234-430557,Certified,2022-08-29,Software Developers,"Charles River Laboratories, Inc.",Wilmington,MA,The Colony,TX,134992.0
I-200-22017-834044,Certified,2022-01-24,"Software Developers, Applications","Mastech Digital Technologies, Inc.",Moon Township,PA,Pittsburgh,PA,81640.0
I-200-20063-370396,Certified - Withdrawn,2020-08-14,"Software Developers, Applications",Droisys Inc.,Fremont,CA,Sunnyvale,CA,108784.0
I-200-19210-449518,Certified,2019-08-07,"Computer Occupations, All Other","Reliance Global Services, Inc.",South Plainfield,NJ,San Jose,CA,109554.0
I-200-19073-545793,Certified,2019-03-21,Chemists,"Schrodinger, Inc.",New York,NY,New York,NY,87651.0
I-200-19080-461832,Certified,2019-03-27,"Software Developers, Applications","Saipsit, Inc.",Houston,TX,Richardson,TX,93538.0
I-200-20049-330734,Certified,2020-02-25,Computer And Information Research Scientists,"Fitbod, Inc",San Francisco,CA,San Francisco,CA,73715.0
I-200-19092-544960,Certified,2019-04-09,Mechanical Engineers,"Zoox, Inc.",Foster City,CA,Foster City,CA,142106.0
I-200-22034-876548,Certified,2022-02-10,Computer Systems Analysts,Coforge Limited F/K/A Niit Technologies Limited,Princeton,NJ,Concord,NH,105643.0
I-200-22151-227803,Certified,2022-06-07,Accountants,Accounting Fulfillment Services Llc,New York,NY,Woodside,NY,64584.0
I-200-20133-563472,Certified,2020-05-19,"Software Developers, Systems Software","Twitter, Inc.",San Francisco,CA,San Francisco,CA,117770.0
I-200-22089-021768,Certified,2022-04-06,"Dentists, General",Goshen Medical Center,Faison,NC,Faison,NC,88504.0
I-200-23172-132967,Certified,2023-06-28,Software Developers,"Abr It Consulting, Llc.",Cumming,GA,Schaumburg,IL,73965.0
I-200-22080-996590,Certified,2022-03-28,Mathematicians,Citadel Americas Services Llc,Chicago,IL,New York,NY,122637.0
I-200-19353-207429,Certified,2019-12-27,"Software Developers, Applications","Yash & Lujan Consulting, Inc.",San Antonio,TX,Lake Mary,FL,79373.0
I-200-20009-242645,Certified,2020-01-16,"Medical Scientists, Except Epidemiologists",University Of New Mexico Health Sciences Center,Albuquerque,NM,Albuquerque,NM,44034.0
I-200-20170-663979,Certified,2020-06-25,Software Quality Assurance Engineers And Testers,Tata Consultancy Services Limited,Rockville,MD,Chattanooga,TN,57491.0
I-200-20280-861049,Certified - Withdrawn,2021-02-04,"Software Developers, Systems Software",Consultadd Inc.,Irving,TX,San Jose,CA,95430.0
I-200-23135-023087,Certified,2023-05-22,Financial And Investment Analysts,Global Private Capital Association,New York,NY,New York,NY,77272.0
I-200-19065-979116,Certified,2019-05-28,"Software Developers, Systems Software","T-Mobile Usa, Inc.",Bellevue,WA,Bellevue,WA,99680.0
I-200-19058-455232,Certified,2019-03-12,Accountants And Auditors,Ingram Micro Inc.,Irvine,CA,Irvine,CA,51438.0
I-200-20156-626690,Certified,2020-06-11,Computer Systems Analysts,Ust Global Inc,Aliso Viejo,CA,San Antonio,TX,78957.0
I-200-19213-618003,Certified,2019-08-07,Veterinarians,"University Of California, Davis",Davis,CA,Davis,CA,43482.0
I-200-20211-740614,Certified,2020-08-05,"Physicians And Surgeons, All Other",Mayo Clinic,Rochester,MN,Rochester,MN,68979.0
I-200-19007-711935,Certified,2019-01-11,"Software Developers, Applications",Rayven It Solutions Llc,Edison,NJ,Hoboken,NJ,138861.0
I-200-22280-516677,Certified,2022-10-17,Computer And Information Systems Managers,"Amazon Development Center U.s., Inc.",Arlington,VA,West Valley City,UT,89918.0
I-200-19045-440388,Certified,2019-03-11,"Electronics Engineers, Except Computer",Te Connectivity Corporation,Berwyn,PA,Middletown,PA,62421.0
I-200-22010-818065,Certified,2022-01-18,"Software Developers, Systems Software",Amazon.com Services Llc,Seattle,WA,Sunnyvale,CA,130894.0
I-200-23128-000609,Certified,2023-05-15,"Physicians, All Other",West Virginia University,Morgantown,WV,Morgantown,WV,67725.0
I-200-19346-194355,Certified,2019-12-19,Operations Research Analysts,Deloitte Consulting Llp,Philadelphia,PA,San Francisco,CA,110094.0
I-200-22139-190636,Certified,2022-05-26,Industrial Engineers,"Western Digital Technologies, Inc.",San Jose,CA,San Jose,CA,103189.0
I-200-23135-022289,Certified,2023-05-22,Network And Computer Systems Administrators,Eag Gulf Coast Llc,Baton Rouge,LA,Baton Rouge,LA,86902.0
I-200-19197-837393,Certified,2019-07-30,"Computer Occupations, All Other","Facebook, Inc.",Menlo Park,CA,Menlo Park,CA,113797.0
I-200-19350-200349,Certified,2019-12-23,"Middle School Teachers, Except Special And Career/Technical Education","Energized For Stem Academy, Inc.",Houston,TX,Houston,TX,51840.0
I-200-21173-418481,Certified,2021-06-29,Web Developers,Tata Consultancy Services Limited,Rockville,MD,San Francisco,CA,87298.0
I-200-23131-015415,Certified,2023-05-18,Software Developers,Briozon Infotech Llc,Irving,TX,Plano,TX,116938.0
I-200-21301-672623,Certified,2021-11-04,"Software Developers, Applications",Larsen & Toubro Infotech Limited,Edison,NJ,Houston,TX,92685.0
I-200-20055-346611,Certified,2020-03-02,"Software Developers, Applications","Sriven Technologies, Llc",Ashburn,VA,Austin,TX,91957.0
I-200-21061-113010,Certified,2021-03-09,Computer And Information Systems Managers,Bristol-Myers Squibb Company,New Brunswick,NJ,Princeton,NJ,140795.0
I-200-22130-152862,Certified,2022-05-16,Computer And Information Systems Managers,Finco Services Inc,New York,NY,New York,NY,201323.0
I-200-20304-893459,Certified,2020-11-06,"Software Developers, Applications",Thinknum Inc.,New York,NY,New York,NY,116251.0
I-200-22089-020557,Certified,2022-04-06,Microbiologists,University Of Colorado Denver,Aurora,CO,Aurora,CO,63544.0
I-200-19039-851494,Certified,2019-02-14,Statisticians,University Of Michigan,Ann Arbor,MI,Ann Arbor,MI,51418.0
I-200-23089-889335,Certified,2023-04-06,Software Developers,"American Airlines, Inc.",Fort Worth,TX,Fort Worth,TX,98904.0
I-200-19178-281438,Certified,2019-07-03,Biological Technicians,Fred Hutchinson Cancer Research Center,Seattle,WA,Seattle,WA,41891.0
I-200-20311-903848,Certified,2020-11-16,Statisticians,"Mckinsey & Company, Inc. United States",New York,NY,New York,NY,96096.0
I-200-21235-538984,Certified,2021-08-30,"Architects, Except Landscape And Naval",Steinberg Hart,Los Angeles,CA,San Francisco,CA,60715.0
I-200-19084-501636,Certified,2019-04-02,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,132184.0
I-200-23101-922558,Certified,2023-04-18,Software Developers,"Coterie Applications, Inc.",Blue Ash,OH,Mason,OH,100526.0
I-200-19123-914608,Certified,2019-05-20,"Software Developers, Applications","Terex Usa, Llc",Westport,CT,Redmond,WA,113318.0
I-200-19084-474344,Certified,2019-03-29,Computer Programmers,Infinity Infotech Llc,Nashua,NH,Nashua,NH,55078.0
I-200-22073-977381,Certified,2022-03-21,Accountants And Auditors,"Servicetitan, Inc.",Glendale,CA,Glendale,CA,101650.0
I-200-23130-011583,Certified,2023-05-17,Business Intelligence Analysts,"Compunnel Software Group, Inc",Plainsboro,NJ,Southfield,MI,74922.0
I-200-19179-600631,Certified,2019-07-05,Network And Computer Systems Administrators,"Ntt Data, Inc.",Boston,MA,Irving,TX,110760.0
I-200-19318-145904,Certified,2019-11-21,"Software Developers, Systems Software","Amazon.com Services, Inc.",Seattle,WA,Seattle,WA,101546.0
I-200-22306-564735,Certified,2022-11-09,Computer Systems Engineers/Architects,Amgen Inc.,Thousand Oaks,CA,Collierville,TN,68058.0
I-200-19183-069124,Certified,2019-07-18,"Software Developers, Applications","Fedex Corporate Services, Inc.",Collierville,TN,Collierville,TN,76045.0
I-200-22133-167718,Certified,2022-05-19,Financial Analysts,Microvest Capital Management Llc,Bethesda,MD,Bethesda,MD,66456.0
I-200-22110-086402,Certified,2022-04-26,Computer And Information Systems Managers,Amazon.com Services Llc,Arlington,VA,Santa Monica,CA,117000.0
