,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2400187,I-200-20344-946236,Certified,2020-12-16,"Software Developers, Applications",Orion Systems Integrators Llc,Jersey City,NJ,100526.0,New Jersey,9261699.0
2400188,I-200-20344-943492,Certified,2020-12-16,"Software Developers, Applications",Ciphernine Inc,Herndon,VA,97406.0,Virginia,8683619.0
2400189,I-200-20344-946001,Certified,2020-12-16,"Software Developers, Applications","Compunnel Software Group, Inc",Charlotte,NC,85488.0,North Carolina,10698973.0
2400190,I-200-20344-945509,Certified,2020-12-16,"Software Developers, Applications",Prime Consulting Llc,Mooresville,NC,85488.0,North Carolina,10698973.0
2400191,I-200-20344-945927,Certified,2020-12-16,Computer Programmers,Orion Systems Integrators Llc,Woodcliff Lake,NJ,77646.0,New Jersey,9261699.0
2400192,I-200-20344-943418,Certified,2020-12-16,"Software Developers, Applications",Spartan Solutions Inc.,New York,NY,100526.0,New York,19677151.0
2400193,I-200-20344-946909,Certified,2020-12-16,Mechanical Engineers,Am Logic Corporation,Marlborough,MA,80413.0,Massachusetts,6981974.0
2400194,I-200-20344-943978,Certified,2020-12-16,"Software Developers, Applications",Caprus It Inc,Frisco,TX,93558.0,Texas,30029572.0
2400195,I-200-20344-947141,Certified,2020-12-16,"Software Developers, Applications",Transcend It Solutions Llc,Wooster,OH,61402.0,Ohio,11756058.0
2400196,I-200-20344-945354,Certified,2020-12-16,"Software Developers, Applications",Data S Solutions Llc,Edison,NJ,100526.0,New Jersey,9261699.0
2400197,I-200-20344-944664,Certified,2020-12-16,"Software Developers, Applications",Swanktek Inc,Warren,MI,79248.0,Michigan,10034113.0
2400198,I-200-20344-946538,Certified,2020-12-16,"Software Developers, Applications","Mouri Tech, Llc",Sandy Springs,GA,85842.0,Georgia,10912876.0
2400199,I-200-20344-943395,Certified,2020-12-16,Physical Therapists,"Ability Works Rehab Services, Llc",#41740 San Diego Ca Msaa,CA,73362.0,California,39029342.0
2400200,I-200-20345-947911,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Mason,OH,95014.0,Ohio,11756058.0
2400201,I-200-20344-946216,Certified,2020-12-16,"Software Developers, Applications",Eteam Solutions Inc.,Irving,TX,93558.0,Texas,30029572.0
2400202,I-200-20344-943077,Certified,2020-12-16,Validation Engineers,Prowess It Solutions Llc,Acton,MA,72363.0,Massachusetts,6981974.0
2400203,I-200-20344-943919,Certified,2020-12-16,"Software Developers, Applications","6com, Inc.",Detroit,MI,79248.0,Michigan,10034113.0
2400204,I-200-20345-947732,Certified,2020-12-16,"Software Developers, Applications",E3 Global Inc,San Antonio,TX,91562.0,Texas,30029572.0
2400205,I-200-20344-947207,Certified,2020-12-16,"Electronics Engineers, Except Computer","Advanced Micro Devices, Inc.",Santa Clara,CA,166026.0,California,39029342.0
2400206,I-200-20344-942867,Certified,2020-12-16,Computer Network Architects,"Techno9 Solutions, Inc.",Richardson,TX,103813.0,Texas,30029572.0
2400207,I-200-20344-945139,Certified,2020-12-16,Computer Systems Analysts,Teckpros Llc,Topeka,KS,60819.0,Kansas,2937150.0
2400208,I-200-20344-945348,Certified,2020-12-16,"Software Developers, Applications","Spr Software Systems, Llc",Westlake,TX,93558.0,Texas,30029572.0
2400209,I-200-20344-942753,Certified,2020-12-16,"Software Developers, Systems Software",Collaborate Solutions Inc.,Mooresville,NC,85488.0,North Carolina,10698973.0
2400210,I-200-20344-944169,Certified,2020-12-16,"Software Developers, Applications",Access Global Group Inc,Buffalo Grove,IL,87838.0,Illinois,12582032.0
2400211,I-200-20344-945206,Certified,2020-12-16,"Software Developers, Applications","Tabner, Inc.",Reston,VA,118102.0,Virginia,8683619.0
2400212,I-200-20344-946088,Certified,2020-12-16,"Software Developers, Applications",3i Infotech Inc.,Rensselaer,NY,79643.0,New York,19677151.0
2400213,I-200-20344-944063,Certified,2020-12-16,"Software Developers, Applications","Bridgetown Consulting Group, Inc.",Valencia,CA,78125.0,California,39029342.0
2400214,I-200-20344-943844,Certified,2020-12-16,"Software Developers, Applications","Pinion Services, Inc.",Houston,TX,73362.0,Texas,30029572.0
2400215,I-200-20344-946267,Certified,2020-12-16,"Software Developers, Applications",Virtuouspros Inc,Cumming,GA,85842.0,Georgia,10912876.0
2400216,I-200-20345-947854,Certified,2020-12-16,"Software Developers, Systems Software",Tiktok Inc.,Mountain View,CA,145725.0,California,39029342.0
2400217,I-200-20344-947217,Certified,2020-12-16,"Software Developers, Applications",Iit Jobs Inc.,Cupertino,CA,120578.0,California,39029342.0
2400218,I-200-20344-947380,Certified,2020-12-16,"Software Developers, Applications",Wenova Inc.,Tewksbury,MA,96242.0,Massachusetts,6981974.0
2400219,I-200-20344-947281,Certified,2020-12-16,"Software Developers, Applications",Innive Inc.,Los Angeles,CA,99632.0,California,39029342.0
2400220,I-200-20345-947955,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Woodland Hills,CA,87173.0,California,39029342.0
2400221,I-200-20344-944083,Certified,2020-12-16,"Software Developers, Applications",International Systems Technologies Inc,San Jose,CA,95430.0,California,39029342.0
2400222,I-200-20344-943103,Certified,2020-12-16,"Software Developers, Applications",Eureka Infotech Inc,Madison,WI,81058.0,Wisconsin,5892539.0
2400223,I-200-20344-945053,Certified,2020-12-16,"Software Developers, Applications","Netrovert Software, Inc",Dallas,TX,110344.0,Texas,30029572.0
2400224,I-200-20344-945907,Certified,2020-12-16,Software Quality Assurance Engineers And Testers,"Governmentjobs.com, Inc.",El Segundo,CA,104749.0,California,39029342.0
2400225,I-200-20344-944311,Certified,2020-12-16,"Software Developers, Applications",Ciber Global Llc,Bay Lake,FL,121285.0,Florida,22244823.0
2400226,I-200-20344-945311,Certified,2020-12-16,Accountants And Auditors,Eos Accountants Llp,San Mateo,CA,59467.0,California,39029342.0
2400227,I-200-20344-943308,Certified,2020-12-16,"Software Developers, Applications","Ilink Systems, Inc.",Houston,TX,90022.0,Texas,30029572.0
2400228,I-200-20344-946111,Certified,2020-12-16,"Software Developers, Applications","Pioneer Consulting Services, Llc",Buffalo Grove,IL,87838.0,Illinois,12582032.0
2400229,I-200-20344-943070,Certified,2020-12-16,"Software Developers, Applications","Vaktech Corporation, Llc",Burbank,CA,99632.0,California,39029342.0
2400230,I-200-20344-944493,Certified,2020-12-16,"Software Developers, Applications","Lorshi Systems, Llc",Secane,PA,89773.0,Pennsylvania,12972008.0
2400231,I-200-20344-944487,Certified,2020-12-16,"Software Developers, Applications","Astir It Solutions, Inc",Alpharetta,GA,85842.0,Georgia,10912876.0
2400232,I-200-20344-946148,Certified,2020-12-16,"Software Developers, Applications",Virtuouspros Inc,Temple Terrace,FL,81806.0,Florida,22244823.0
2400233,I-200-20345-948098,Certified,2020-12-16,"Software Developers, Applications",Pollux Consultancy Services Llc,Jacksonville,FL,75046.0,Florida,22244823.0
2400234,I-200-20344-944059,Certified,2020-12-16,Validation Engineers,The Veritas Healthcare Solutions Llc,Oceanside,CA,75192.0,California,39029342.0
2400235,I-200-20344-946061,Certified,2020-12-16,"Software Developers, Applications",Genome International Corporation,Stamford,CT,100838.0,Connecticut,3626205.0
2400236,I-200-20344-942823,Certified,2020-12-16,Computer Network Architects,"Techno9 Solutions, Inc.",Richardson,TX,103813.0,Texas,30029572.0
2400237,I-200-20344-944485,Certified,2020-12-16,"Software Developers, Applications",Scottline Llc,Raleigh,NC,91291.0,North Carolina,10698973.0
2400238,I-200-20344-943014,Certified,2020-12-16,"Software Developers, Applications","Virtual Systems Solutions, Inc.",Coppell,TX,110344.0,Texas,30029572.0
2400239,I-200-20344-943651,Certified,2020-12-16,"Software Developers, Applications",Spry Info Solutions Inc.,North Charleston,SC,74298.0,South Carolina,5282634.0
2400240,I-200-20344-943095,Certified,2020-12-16,"Software Developers, Applications",Javen Technologies Inc.,Richfield,MN,122741.0,Minnesota,5717184.0
2400241,I-200-20344-944292,Certified,2020-12-16,"Software Developers, Applications","Compunnel Software Group, Inc",Cincinnati,OH,110490.0,Ohio,11756058.0
2400242,I-200-20345-947844,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Rocky Hill,CT,81453.0,Connecticut,3626205.0
2400243,I-200-20344-944126,Certified,2020-12-16,"Software Developers, Applications","6com, Inc.",Detroit,MI,79248.0,Michigan,10034113.0
2400244,I-200-20345-948078,Certified,2020-12-16,"Software Developers, Applications",Avco Consulting Inc.,Chandler,AZ,83637.0,Arizona,7359197.0
2400245,I-200-20344-946190,Certified,2020-12-16,"Software Developers, Applications","Intone Networks, Inc.",Hillsboro,OR,90979.0,Oregon,4240137.0
2400246,I-200-20344-944433,Certified,2020-12-16,"Software Developers, Applications",Synapsis Inc,Phoenix,AZ,83637.0,Arizona,7359197.0
2400247,I-200-20345-948085,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Mason,OH,95014.0,Ohio,11756058.0
2400248,I-200-20344-945386,Certified,2020-12-16,"Software Developers, Applications",Sourceinfo Tech Inc.,Chesterfield,MO,83637.0,Missouri,6177957.0
2400249,I-200-20344-944410,Certified,2020-12-16,Information Technology Project Managers,"Technocraft Solutions, Llc",Macon,GA,63502.0,Georgia,10912876.0
2400250,I-200-20344-946040,Certified,2020-12-16,"Software Developers, Applications",3i Infotech Inc.,Jacksonville,FL,93496.0,Florida,22244823.0
2400251,I-200-20344-942943,Certified,2020-12-16,"Software Developers, Applications",Swanktek Inc,Chicago,IL,87838.0,Illinois,12582032.0
2400252,I-200-20344-943899,Certified,2020-12-16,"Software Developers, Applications",Xavient Digital Llc,Saint Louis,MO,83637.0,Missouri,6177957.0
2400253,I-200-20344-943722,Certified,2020-12-16,Business Intelligence Analysts,E-Business International Inc,Princeton,NJ,58594.0,New Jersey,9261699.0
2400254,I-200-20345-948012,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Whitehouse Station,NJ,92269.0,New Jersey,9261699.0
2400255,I-200-20344-946081,Certified,2020-12-16,"Software Developers, Applications",Shakti Group Inc.,Sewickley,PA,95264.0,Pennsylvania,12972008.0
2400256,I-200-20344-945951,Certified,2020-12-16,"Software Developers, Applications",Camelot Integrated Solutions Inc,Houston,TX,90022.0,Texas,30029572.0
2400257,I-200-20344-945235,Certified,2020-12-16,"Software Developers, Applications",Wisdom Infotech,Miami,FL,80995.0,Florida,22244823.0
2400258,I-200-20344-943398,Certified,2020-12-16,"Software Developers, Applications","Tek Ninjas Solutions, Llc",Alpharetta,GA,85842.0,Georgia,10912876.0
2400259,I-200-20344-944483,Certified,2020-12-16,"Software Developers, Applications",Geeksoft Llc,Edison,NJ,100526.0,New Jersey,9261699.0
2400260,I-200-20344-946138,Certified,2020-12-16,"Software Developers, Applications",Prime Consulting Llc,Middleton,WI,81058.0,Wisconsin,5892539.0
2400261,I-200-20344-943845,Certified,2020-12-16,"Software Developers, Applications",Intelliprise Llc,"Tampa,",FL,81806.0,Florida,22244823.0
2400262,I-200-20344-944174,Certified,2020-12-16,"Software Developers, Applications","Wizard Tech Solutions, Inc.",Duluth,GA,85842.0,Georgia,10912876.0
2400263,I-200-20344-946396,Certified,2020-12-16,Network And Computer Systems Administrators,Technosoft Corporation,Little Rock,AR,71490.0,Arkansas,3045637.0
2400264,I-200-20344-943413,Certified,2020-12-16,"Software Developers, Applications",Protech Solutions Inc,Columbia,SC,64792.0,South Carolina,5282634.0
2400265,I-200-20344-944180,Certified,2020-12-16,"Software Developers, Applications",Keen Info Tek Inc,San Jose,CA,120578.0,California,39029342.0
2400266,I-200-20344-945410,Certified,2020-12-16,"Software Developers, Applications",Tekorg Inc,Houston,TX,90022.0,Texas,30029572.0
2400267,I-200-20344-946592,Certified,2020-12-16,Network And Computer Systems Administrators,Servesys Corporation,Brentwood,MO,77750.0,Missouri,6177957.0
2400268,I-200-20344-945900,Certified,2020-12-16,"Software Developers, Applications","System Soft Technologies, Llc",Edison,NJ,100526.0,New Jersey,9261699.0
2400269,I-200-20344-943881,Certified,2020-12-16,"Software Developers, Applications",Cognier Inc,Sparks,MD,94037.0,Maryland,6164660.0
2400270,I-200-20344-947159,Certified,2020-12-16,Validation Engineers,"Unicon Pharma, Inc.",Rahway,NJ,80725.0,New Jersey,9261699.0
2400271,I-200-20344-942697,Certified,2020-12-16,"Software Developers, Applications",Eureka Infotech Inc,Austin,TX,87589.0,Texas,30029572.0
2400272,I-200-20344-943396,Certified,2020-12-16,"Software Developers, Applications",Sapphire Software Solutions Inc.,Oâfallon,MO,83637.0,Missouri,6177957.0
2400273,I-200-20345-947823,Certified,2020-12-16,Computer Systems Engineers/Architects,Cognizant Technology Solutions Us Corp,Charlotte,NC,113318.0,North Carolina,10698973.0
2400274,I-200-20345-947597,Certified,2020-12-16,"Software Developers, Applications",Data Solutions Inc.,Dallas,TX,93558.0,Texas,30029572.0
2400275,I-200-20344-944319,Certified,2020-12-16,"Software Developers, Applications","Satya Marg Solutions, Inc",Iselin,NJ,100526.0,New Jersey,9261699.0
2400276,I-200-20344-943705,Certified,2020-12-16,"Software Developers, Applications",Dolphin Solutions Inc.,Washington,DC,97406.0,District of Columbia,671803.0
2400277,I-200-20344-946076,Certified,2020-12-16,"Software Developers, Applications","Ilink Systems, Inc.",Lewisville,TX,127150.0,Texas,30029572.0
2400278,I-200-20344-945067,Certified,2020-12-16,"Software Developers, Applications",Delviom Llc,Reston,VA,97406.0,Virginia,8683619.0
2400279,I-200-20344-943126,Certified,2020-12-16,Computer Systems Engineers/Architects,Atos Syntel Inc,Marietta,GA,74006.0,Georgia,10912876.0
2400280,I-200-20344-945532,Certified,2020-12-16,"Software Developers, Applications","Pinion Services, Inc.",Albany,NY,61173.0,New York,19677151.0
2400281,I-200-20344-945292,Certified,2020-12-16,Mechanical Engineers,"Plusai, Inc.",Cupertino,CA,147576.0,California,39029342.0
2400282,I-200-20344-944027,Certified,2020-12-16,"Software Developers, Applications",Amsoft Corp,Charlotte,NC,85488.0,North Carolina,10698973.0
2400283,I-200-20344-943363,Certified,2020-12-16,"Software Developers, Applications",Anjs Technologies Llc,Edison,NJ,100526.0,New Jersey,9261699.0
2400284,I-200-20344-946618,Certified,2020-12-16,Computer And Information Systems Managers,Technocraft Solutions Llc,Farmington,CT,102482.0,Connecticut,3626205.0
2400285,I-200-20344-943155,Certified,2020-12-16,Computer Systems Engineers/Architects,Atos Syntel Inc,Coraopolis,PA,61485.0,Pennsylvania,12972008.0
2400286,I-200-20344-947153,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Gladstone,NJ,114067.0,New Jersey,9261699.0
2400287,I-200-20344-944685,Certified,2020-12-16,"Software Developers, Applications","Royal Technocrats, Inc",Houston,TX,90022.0,Texas,30029572.0
2400288,I-200-20344-944141,Certified,2020-12-16,Business Intelligence Analysts,"Hashi Solutions, Llc",Northbrook,IL,75754.0,Illinois,12582032.0
2400289,I-200-20344-947298,Certified,2020-12-16,"Software Developers, Applications",Quality Matrix Inc,Baltimore,MD,94037.0,Maryland,6164660.0
2400290,I-200-20344-943669,Certified,2020-12-16,"Software Developers, Applications",Icore Infotech Inc.,Alpharetta,GA,85842.0,Georgia,10912876.0
2400291,I-200-20344-944325,Certified,2020-12-16,"Software Developers, Applications",Iflowsoft Solutions Inc,Chantilly,VA,76690.0,Virginia,8683619.0
2400292,I-200-20345-948134,Certified,2020-12-16,"Software Developers, Applications",Bytedance Inc.,Mountain View,CA,170872.0,California,39029342.0
2400293,I-200-20344-946806,Certified,2020-12-16,"Software Developers, Applications",Systechcorp Inc,Greenville,SC,76336.0,South Carolina,5282634.0
2400294,I-200-20345-947743,Certified,2020-12-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Winston Salem,NC,75795.0,North Carolina,10698973.0
2400295,I-200-20345-947591,Certified,2020-12-16,"Software Developers, Systems Software","The Mathworks, Inc.",Natick,MA,115939.0,Massachusetts,6981974.0
2400296,I-200-20344-944430,Certified,2020-12-16,"Software Developers, Applications","Photon Infotech, Inc.",Columbus,OH,97594.0,Ohio,11756058.0
2400297,I-200-20344-946344,Certified,2020-12-16,Computer Systems Engineers/Architects,Radius Info Sys Inc,Wickliffe,OH,64064.0,Ohio,11756058.0
2400298,I-200-20344-943742,Certified,2020-12-16,"Software Developers, Applications",Gannu Software Inc,Columbus,OH,83075.0,Ohio,11756058.0
2400299,I-200-20344-944120,Certified,2020-12-16,"Software Developers, Applications",Ciber Global Llc,Taylor,MI,79248.0,Michigan,10034113.0
2400300,I-200-20344-944615,Certified,2020-12-16,"Software Developers, Applications","Photon Infotech, Inc.",Irving,TX,93558.0,Texas,30029572.0
2400301,I-200-20344-946378,Certified,2020-12-16,Database Administrators,Tts Solutions Inc.,Portland,OR,96762.0,Oregon,4240137.0
2400302,I-200-20344-945481,Certified,2020-12-16,Operations Research Analysts,"Tiger Analytics, Llc",Katy,TX,66602.0,Texas,30029572.0
2400303,I-200-20344-946931,Certified,2020-12-16,"Software Developers, Applications","Innova Solutions, Inc.",King Of Prussia,PA,105851.0,Pennsylvania,12972008.0
2400304,I-200-20344-945168,Certified,2020-12-16,"Software Developers, Applications",Ikon-Tech Services Llc,Austin,TX,106662.0,Texas,30029572.0
