,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2404416,I-200-20345-949734,Certified,2020-12-17,Computer Systems Analysts,"Wood George & Co, Inc",Houston,TX,69576.0,Texas,30029572.0
2404417,I-200-20345-951184,Certified,2020-12-17,Computer Network Architects,"Juniper Networks (Us), Inc.",Chicago,IL,125112.0,Illinois,12582032.0
2404418,I-200-20345-948613,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,92102.0,Washington,7785786.0
2404419,I-200-20345-948988,Certified,2020-12-17,"Software Developers, Applications",Experian Information Solutions Inc.,Costa Mesa,CA,142667.0,California,39029342.0
2404420,I-200-20345-951031,Certified,2020-12-17,"Software Developers, Applications",Cgi Technologies And Solutions Inc.,Pittsburgh,PA,90520.0,Pennsylvania,12972008.0
2404421,I-200-20345-948385,Certified,2020-12-17,"Software Developers, Applications",N2force Technologies Inc,Chicago,IL,104624.0,Illinois,12582032.0
2404422,I-200-20345-950958,Certified,2020-12-17,General And Operations Managers,National Veterinary Associates Inc.,Agoura Hills,CA,138736.0,California,39029342.0
2404423,I-200-20345-950667,Certified,2020-12-17,"Software Developers, Applications","Morgan Stanley Services Group, Inc.",New York,NY,100526.0,New York,19677151.0
2404424,I-200-20345-949502,Certified,2020-12-17,Auditors,"Sc & Associates, Llp",Los Angeles,CA,48173.0,California,39029342.0
2404425,I-200-20346-952074,Certified,2020-12-17,"Software Developers, Applications",Oracle America Inc.,Naples,FL,105174.0,Florida,22244823.0
2404426,I-200-20345-951421,Certified,2020-12-17,Industrial Engineers,"Wal-Mart Associates, Inc.",Forth Worth,TX,100776.0,Texas,30029572.0
2404427,I-200-20345-950176,Certified,2020-12-17,Computer Systems Analysts,"Randstad Technologies, Llc",Norwood,MA,99674.0,Massachusetts,6981974.0
2404428,I-200-20345-948439,Certified,2020-12-17,Computer Systems Analysts,International Business Machines Corporation,San Jose,CA,144414.0,California,39029342.0
2404429,I-200-20345-948502,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,92102.0,Washington,7785786.0
2404430,I-200-20346-952212,Certified,2020-12-17,Civil Engineers,"Water Works Engineers, Llc",Scottsdale,AZ,56202.0,Arizona,7359197.0
2404431,I-200-20345-949814,Certified,2020-12-17,Mechanical Engineers,"Kps Global, Llc",Fort Worth,TX,67350.0,Texas,30029572.0
2404432,I-200-20345-951244,Certified,2020-12-17,Biostatisticians,Johns Hopkins University,Baltimore,MD,52354.0,Maryland,6164660.0
2404433,I-200-20345-949928,Certified,2020-12-17,"Health Specialties Teachers, Postsecondary",University Of New Mexico Health Sciences Center,Albuquerque,NM,111513.0,New Mexico,2113344.0
2404434,I-200-20345-951659,Certified,2020-12-17,Financial Analysts,Adobe Inc.,San Jose,CA,115254.0,California,39029342.0
2404435,I-200-20346-952140,Certified,2020-12-17,Oral And Maxillofacial Surgeons,Oral Surgery Associates Of Denville Llc,Denville,NJ,208000.0,New Jersey,9261699.0
2404436,I-200-20345-951443,Certified,2020-12-17,Statisticians,"Zillow, Inc.",Seattle,WA,76981.0,Washington,7785786.0
2404437,I-200-20345-949620,Certified,2020-12-17,Accountants And Auditors,"Ubisoft, Inc.",San Francisco,CA,110656.0,California,39029342.0
2404438,I-200-20345-949721,Certified,2020-12-17,"Software Developers, Applications","First Data Technologies, Inc.",Omaha,NE,93038.0,Nebraska,1967923.0
2404439,I-200-20345-949915,Certified,2020-12-17,Electrical Engineers,General Motors Company,Warren,MI,81827.0,Michigan,10034113.0
2404440,I-200-20345-951029,Certified,2020-12-17,Financial Analysts,Advent Software Inc.,New York,NY,102024.0,New York,19677151.0
2404441,I-200-20345-948603,Certified,2020-12-17,Hospitalists,"Nuvance Health Medical Practice Ct, Inc. F/K/A Western Connecticut Medical Group, Inc.",Danbury,CT,198182.0,Connecticut,3626205.0
2404442,I-200-20345-950894,Certified,2020-12-17,Computer Systems Analysts,Sabre Glbl Inc,Southlake,TX,97240.0,Texas,30029572.0
2404443,I-200-20345-949319,Certified,2020-12-17,"Engineering Teachers, Postsecondary",University Of Pittsburgh,Johnstown,PA,61390.0,Pennsylvania,12972008.0
2404444,I-200-20345-951002,Certified,2020-12-17,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",Milpitas,CA,166026.0,California,39029342.0
2404445,I-200-20345-950434,Certified,2020-12-17,Statisticians,"American Express Travel Related Services Company, Inc.",New York,NY,107141.0,New York,19677151.0
2404446,I-200-20345-948857,Certified,2020-12-17,"Engineers, All Other","Fata Automation, Inc.",Auburn Hills,MI,61069.0,Michigan,10034113.0
2404447,I-200-20345-948441,Certified,2020-12-17,Multimedia Artists And Animators,Microsoft Corporation,Redmond,WA,63170.0,Washington,7785786.0
2404448,I-200-20345-951230,Certified,2020-12-17,"Software Developers, Applications",Dfs Corporate Services Llc,Riverwoods,IL,121599.0,Illinois,12582032.0
2404449,I-200-20345-949457,Certified,2020-12-17,Statisticians,"Balyasny Asset Management, L.p.",New York,NY,89898.0,New York,19677151.0
2404450,I-200-20345-949697,Certified,2020-12-17,"Software Developers, Applications",Ebsco Information Services,Ipswich,MA,96242.0,Massachusetts,6981974.0
2404451,I-200-20345-948259,Certified,2020-12-17,Computer And Information Systems Managers,Appian Corporation,Mclean,VA,149240.0,Virginia,8683619.0
2404452,I-200-20345-948151,Certified,2020-12-17,Database Administrators,Ernst & Young U.s. Llp,Charlotte,NC,84718.0,North Carolina,10698973.0
2404453,I-200-20345-948946,Certified,2020-12-17,"Software Developers, Applications",Massachusetts Mutual Life Insurance Company,New York,NY,100526.0,New York,19677151.0
2404454,I-200-20345-949143,Certified,2020-12-17,Computer And Information Systems Managers,Deloitte Consulting Llp,Chicago,IL,125507.0,Illinois,12582032.0
2404455,I-200-20345-948214,Certified,2020-12-17,Operations Research Analysts,Ernst & Young U.s. Llp,Westmount,IL,79747.0,Illinois,12582032.0
2404456,I-200-20345-949811,Certified,2020-12-17,"Software Developers, Applications","Cbs Interactive, Inc.",San Francisco,CA,120931.0,California,39029342.0
2404457,I-200-20345-950087,Certified,2020-12-17,Lawyers,"Patomak Global Partners, Llc",Washington,DC,179587.0,District of Columbia,671803.0
2404458,I-200-20345-948185,Certified,2020-12-17,"Physicians And Surgeons, All Other",Henry Ford Health System,Detroit,MI,46072.0,Michigan,10034113.0
2404459,I-200-20345-948172,Certified,2020-12-17,"Software Developers, Applications",Gn Audio Usa Inc.,Cupertino,CA,145725.0,California,39029342.0
2404460,I-200-20345-948973,Certified,2020-12-17,Operations Research Analysts,Emc Corporation,Sammamish,WA,118269.0,Washington,7785786.0
2404461,I-200-20345-951167,Certified,2020-12-17,"Software Developers, Applications","Carmax Auto Superstores Services, Inc.",Richmond,VA,116251.0,Virginia,8683619.0
2404462,I-200-20345-951611,Certified,2020-12-17,Computer And Information Systems Managers,"Change Healthcare Technologies, Llc",Bridgeton,MO,113859.0,Missouri,6177957.0
2404463,I-200-20345-949770,Certified,2020-12-17,"Software Developers, Applications",Hsbc Technology & Services (Usa) Inc.,Jersey City,NJ,122221.0,New Jersey,9261699.0
2404464,I-200-20345-948270,Certified,2020-12-17,Mechanical Engineers,Source Engineering Services,San Diego,CA,82181.0,California,39029342.0
2404465,I-200-20345-949412,Certified,2020-12-17,"Software Developers, Applications",Linkedin Corporation,Mountain View,CA,120578.0,California,39029342.0
2404466,I-200-20345-948732,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,92102.0,Washington,7785786.0
2404467,I-200-20345-948629,Certified,2020-12-17,Database Administrators,Ernst & Young U.s. Llp,Irving,TX,85363.0,Texas,30029572.0
2404468,I-200-20345-951075,Certified,2020-12-17,Industrial Engineers,"Hitachi Automotive Systems Americas, Inc.",Farmington Hills,MI,94432.0,Michigan,10034113.0
2404469,I-200-20345-948899,Certified,2020-12-17,Computer And Information Systems Managers,Deloitte Consulting Llp,Dallas,TX,136552.0,Texas,30029572.0
2404470,I-200-20345-949672,Certified,2020-12-17,"Software Developers, Applications","Sciencelogic, Inc.",Cary,NC,108659.0,North Carolina,10698973.0
2404471,I-200-20345-948918,Certified,2020-12-17,"Software Developers, Applications","Oxefit, Inc.",Plano,TX,93558.0,Texas,30029572.0
2404472,I-200-20345-949376,Certified,2020-12-17,Cost Estimators,Avasant Llc,Vienna,VA,83678.0,Virginia,8683619.0
2404473,I-200-20345-949106,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",Trustees Of The University Of Pennsylvania,Philadelphia,PA,64501.0,Pennsylvania,12972008.0
2404474,I-200-20345-950332,Certified,2020-12-17,Biochemists And Biophysicists,Indiana University Purdue University Indianapolis,Indianapolis,IN,40768.0,Indiana,6833037.0
2404475,I-200-20345-949828,Certified,2020-12-17,"Software Developers, Systems Software","Hsbc Bank Usa, N.a",Buffalo,NY,105165.0,New York,19677151.0
2404476,I-200-20345-951264,Certified,2020-12-17,"Software Developers, Systems Software",Premera Blue Cross,Mountlake Terrace,WA,134098.0,Washington,7785786.0
2404477,I-200-20345-949034,Certified,2020-12-17,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,AR,76440.0,Arkansas,3045637.0
2404478,I-200-20345-950453,Certified,2020-12-17,"Electronics Engineers, Except Computer","Micron Technology, Inc.",San Jose,CA,117291.0,California,39029342.0
2404479,I-200-20345-949836,Certified,2020-12-17,Purchasing Managers,"Uma Education, Inc.",Tampa,FL,75109.0,Florida,22244823.0
2404480,I-200-20346-951891,Certified,2020-12-17,Mechanical Engineers,"Lucid Usa, Inc.",Newark,CA,103168.0,California,39029342.0
2404481,I-200-20345-949969,Certified,2020-12-17,"Software Developers, Applications",84.51 Llc,Cincinnati,OH,114251.0,Ohio,11756058.0
2404482,I-200-20345-950941,Certified,2020-12-17,"Software Developers, Applications","Invoy, Llc",Irvine,CA,142667.0,California,39029342.0
2404483,I-200-20345-950396,Certified,2020-12-17,Mechanical Engineers,"Autoliv Asp, Inc.",Auburn Hills,MI,82555.0,Michigan,10034113.0
2404484,I-200-20345-950422,Certified,2020-12-17,Geneticists,Trustees Of The University Of Pennsylvania,Philadelphia,PA,55307.0,Pennsylvania,12972008.0
2404485,I-200-20345-949605,Certified,2020-12-17,"Software Developers, Applications",Palantir Technologies Inc.,New York,NY,100526.0,New York,19677151.0
2404486,I-200-20345-948561,Certified,2020-12-17,Statisticians,Ernst & Young U.s. Llp,Jacksonville,FL,56493.0,Florida,22244823.0
2404487,I-200-20345-950535,Certified,2020-12-17,"Software Developers, Systems Software",First Republic Bank,San Francisco,CA,120931.0,California,39029342.0
2404488,I-200-20345-949296,Certified,2020-12-17,"Electronics Engineers, Except Computer",Cirrus Logic International Semiconductor Ltd.,Austin,TX,106350.0,Texas,30029572.0
2404489,I-200-20346-952161,Certified,2020-12-17,Management Analysts,Highmark Health,Stamford,CT,67309.0,Connecticut,3626205.0
2404490,I-200-20345-949669,Certified,2020-12-17,"Software Developers, Applications, Non R&D",Memorial Sloan Kettering Cancer Center,New York,NY,97989.0,New York,19677151.0
2404491,I-200-20345-951793,Certified,2020-12-17,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",Irvine,CA,154586.0,California,39029342.0
2404492,I-200-20345-951471,Certified,2020-12-17,Operations Research Analysts,Global Lending Services Llc,Greenville,SC,81640.0,South Carolina,5282634.0
2404493,I-200-20345-949443,Certified,2020-12-17,"Foreign Language And Literature Teachers, Postsecondary",University Of Virginia,Charlottesville,VA,40560.0,Virginia,8683619.0
2404494,I-200-20345-948361,Certified,2020-12-17,Information Security Analysts,Ernst & Young U.s. Llp,Fremont,CA,122574.0,California,39029342.0
2404495,I-200-20345-950769,Certified,2020-12-17,"Software Developers, Applications",Amazon.com Services Llc,Charlotte,NC,85488.0,North Carolina,10698973.0
2404496,I-200-20346-951816,Certified,2020-12-17,"Software Developers, Applications",Google Llc,Mountain View,CA,145725.0,California,39029342.0
2404497,I-200-20345-950734,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,Openmindworld Llc,New York,NY,83429.0,New York,19677151.0
2404498,I-200-20345-948871,Certified,2020-12-17,"Software Developers, Applications","Open Systems Technologies, Inc.",Bloomfield,CT,79806.0,Connecticut,3626205.0
2404499,I-200-20346-951920,Certified,2020-12-17,"Software Developers, Applications","Ripple Labs, Inc.",San Francisco,CA,145246.0,California,39029342.0
2404500,I-200-20345-948686,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",Columbia University,New York,NY,100173.0,New York,19677151.0
2404501,I-200-20345-949983,Certified,2020-12-17,Electrical Engineers,"Adb Safegate Americas, Llc.",Columbus,OH,82742.0,Ohio,11756058.0
2404502,I-200-20345-951338,Certified,2020-12-17,Computer And Information Systems Managers,"Nordstrom, Inc.",Seattle,WA,146294.0,Washington,7785786.0
2404503,I-200-20345-949167,Certified,2020-12-17,Network And Computer Systems Administrators,Hbk Services Llc,Dallas,TX,90938.0,Texas,30029572.0
2404504,I-200-20346-951857,Certified,2020-12-17,Data Warehousing Specialists,University Of San Francisco,San Francisco,CA,88982.0,California,39029342.0
2404505,I-200-20345-950439,Certified,2020-12-17,Information Technology Project Managers,"United Healthcare Services, Inc.",Overland Park,KS,101816.0,Kansas,2937150.0
2404506,I-200-20345-949142,Certified,2020-12-17,Financial Analysts,"Glenfarne Group, Llc",New York,NY,102024.0,New York,19677151.0
2404507,I-200-20346-952068,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,"Cloudflare, Inc.",San Francisco,CA,111446.0,California,39029342.0
2404508,I-200-20345-948575,Certified,2020-12-17,Statisticians,Ernst & Young U.s. Llp,Jacksonville,FL,56493.0,Florida,22244823.0
2404509,I-200-20345-950090,Certified,2020-12-17,Business Intelligence Analysts,"Stanley Black And Decker, Inc.",Irving,TX,74027.0,Texas,30029572.0
2404510,I-200-20345-951278,Certified,2020-12-17,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,77875.0,Washington,7785786.0
2404511,I-200-20345-948651,Certified,2020-12-17,"Physicians And Surgeons, All Other","Cedar Valley Medical Specialists, P.c.",Waterloo,IA,208000.0,Iowa,3200517.0
2404512,I-200-20345-949819,Certified,2020-12-17,Mechanical Engineers,"Matician, Inc.",Palo Alto,CA,103709.0,California,39029342.0
2404513,I-200-20345-951557,Certified,2020-12-17,Mechanical Engineers,Cummins Inc.,Columbus,IN,94494.0,Indiana,6833037.0
2404514,I-200-20345-949559,Certified,2020-12-17,"Software Developers, Systems Software","Flexport, Inc.",San Francisco,CA,145246.0,California,39029342.0
2404515,I-200-20345-949017,Certified,2020-12-17,"Software Developers, Applications",Deloitte Consulting Llp,Lake Mary,FL,64626.0,Florida,22244823.0
2404516,I-200-20345-951358,Certified,2020-12-17,Mechanical Engineers,"Premier Glass Usa, Llc",Park Hills,MO,67538.0,Missouri,6177957.0
2404517,I-200-20345-950813,Certified,2020-12-17,"Software Developers, Applications","Macy's Systems And Technology, Inc.",Johns Creek,GA,121139.0,Georgia,10912876.0
2404518,I-200-20345-950465,Certified,2020-12-17,Biochemists And Biophysicists,Indiana University Purdue University Indianapolis,Indianapolis,IN,40768.0,Indiana,6833037.0
2404519,I-200-20345-950326,Certified,2020-12-17,"Mathematical Science Teachers, Postsecondary",Southwestern Oklahoma State University,Weatherford,OK,45047.0,Oklahoma,4019800.0
2404520,I-200-20346-952170,Certified,2020-12-17,"Software Developers, Applications","Fedex Corporate Services, Inc.",Plano,TX,89011.0,Texas,30029572.0
2404521,I-200-20345-951386,Certified,2020-12-17,Financial Analysts,"Univest Securities, Llc",New York,NY,131685.0,New York,19677151.0
2404522,I-200-20345-948635,Certified,2020-12-17,"Electronics Engineers, Except Computer",Denso Ten America Limited,Plano,TX,101275.0,Texas,30029572.0
2404523,I-200-20346-951979,Certified,2020-12-17,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products","Uber Technologies, Inc.",New York,NY,58427.0,New York,19677151.0
2404524,I-200-20345-951091,Certified,2020-12-17,"Software Developers, Applications","Comcast Cable Communications, Llc",West Chester,PA,121909.0,Pennsylvania,12972008.0
2404525,I-200-20346-951963,Certified,2020-12-17,Business Intelligence Analysts,"Molina Healthcare, Inc.",Westerville,OH,72883.0,Ohio,11756058.0
2404526,I-200-20345-948540,Certified,2020-12-17,Computer Systems Analysts,International Business Machines Corporation,Greenfield,IN,84386.0,Indiana,6833037.0
2404527,I-200-20345-950346,Certified,2020-12-17,"Software Developers, Applications",Lorvin Technologies Inc,Auburn Hills,MI,79248.0,Michigan,10034113.0
2404528,I-200-20345-950270,Certified,2020-12-17,"Software Developers, Systems Software","Applied Materials, Inc",Santa Clara,CA,145725.0,California,39029342.0
2404529,I-200-20345-951800,Certified,2020-12-17,"Software Developers, Systems Software","Dolby Laboratories, Inc.",Sunnyvale,CA,130297.0,California,39029342.0
2404530,I-200-20345-949649,Certified,2020-12-17,"Software Developers, Applications",Etrade Financial Corporation,Alpharetta,GA,121139.0,Georgia,10912876.0
2404531,I-200-20345-948620,Certified,2020-12-17,Lawyers,Dla Piper Llp (Us),East Palo Alto,CA,143894.0,California,39029342.0
2404532,I-200-20346-951960,Certified,2020-12-17,"Software Developers, Applications, Non R&D",Miami University,Oxford,OH,53206.0,Ohio,11756058.0
2404533,I-200-20346-951907,Certified,2020-12-17,Electrical Engineers,Cypress Semiconductor Corporation,San Jose,CA,103325.0,California,39029342.0
2404534,I-200-20345-949976,Certified,2020-12-17,"Software Developers, Applications",Great West Life & Annuity Insurance Company,Ellington,CT,117021.0,Connecticut,3626205.0
2404535,I-200-20345-949487,Certified,2020-12-17,"Software Developers, Applications",Deloitte Consulting Llp,Lake Mary,FL,83512.0,Florida,22244823.0
2404536,I-200-20345-948493,Certified,2020-12-17,Computer Systems Analysts,Ernst & Young U.s. Llp,Mclean,VA,89149.0,Virginia,8683619.0
2404537,I-200-20346-951964,Certified,2020-12-17,"Software Developers, Applications",Tripactions Inc.,Palo Alto,CA,145725.0,California,39029342.0
2404538,I-200-20345-949180,Certified,2020-12-17,Computer Systems Analysts,"Computer Aid, Inc.",New York,NY,135866.0,New York,19677151.0
2404539,I-200-20345-948341,Certified,2020-12-17,Computer Network Architects,International Business Machines Corporation,San Jose,CA,152402.0,California,39029342.0
2404540,I-200-20345-950417,Certified,2020-12-17,"Software Developers, Systems Software","Micron Technology, Inc.",Longmont,CO,96866.0,Colorado,5839926.0
2404541,I-200-20345-949192,Certified,2020-12-17,"Software Developers, Applications","Draeger Medical Systems, Inc.",Andover,MA,115939.0,Massachusetts,6981974.0
2404542,I-200-20345-951482,Certified,2020-12-17,Database Architects,Regions Bank,Hoover,AL,69722.0,Alabama,5074296.0
2404543,I-200-20345-951466,Certified,2020-12-17,"Software Developers, Systems Software","Calix, Inc.",Denver,CO,128898.0,Colorado,5839926.0
2404544,I-200-20345-950331,Certified,2020-12-17,"Health Specialties Teachers, Postsecondary",The Ohio State University,Columbus,OH,65410.0,Ohio,11756058.0
2404545,I-200-20345-950845,Certified,2020-12-17,Industrial Engineers,"Medtronic, Inc.",Tempe,AZ,76769.0,Arizona,7359197.0
2404546,I-200-20345-951122,Certified,2020-12-17,Operations Research Analysts,Evisort Inc.,San Mateo,CA,116917.0,California,39029342.0
2404547,I-200-20345-948640,Certified,2020-12-17,Computer And Information Systems Managers,"Paypal, Inc.",San Jose,CA,126197.0,California,39029342.0
2404548,I-200-20346-952094,Certified,2020-12-17,"Software Developers, Applications",Starbucks Coffee Company,Seattle,WA,141206.0,Washington,7785786.0
2404549,I-200-20345-949986,Certified,2020-12-17,Computer And Information Systems Managers,Great West Life & Annuity Insurance Company,Westborough,MA,118373.0,Massachusetts,6981974.0
2404550,I-200-20345-949657,Certified,2020-12-17,Computer Network Architects,"Comcast Cable Communications, Llc",Mount Laurel,NJ,77834.0,New Jersey,9261699.0
2404551,I-200-20345-950411,Certified,2020-12-17,"Software Developers, Applications","Optum Services, Inc.",Columbia,MD,76552.0,Maryland,6164660.0
2404552,I-200-20346-951828,Certified,2020-12-17,Mechanical Engineers,Ford Motor Company,Southfield,MI,82555.0,Michigan,10034113.0
2404553,I-200-20345-950996,Certified,2020-12-17,"Software Developers, Applications","Bluecross Blueshield Of Tennessee, Inc.",Chattanooga,TN,78146.0,Tennessee,7051339.0
2404554,I-200-20345-948974,Certified,2020-12-17,"Software Developers, Applications",U.s. Bank National Association,Denver,CO,103362.0,Colorado,5839926.0
2404555,I-200-20345-949640,Certified,2020-12-17,"Software Developers, Applications",Mcgraw Hill Llc,Nolensville,TN,110573.0,Tennessee,7051339.0
2404556,I-200-20345-949072,Certified,2020-12-17,Computer And Information Systems Managers,Deloitte Consulting Llp,Katy,TX,132246.0,Texas,30029572.0
2404557,I-200-20345-948773,Certified,2020-12-17,Biological Technicians,St. Jude Children's Research Hospital,Memphis,TN,37398.0,Tennessee,7051339.0
2404558,I-200-20345-951558,Certified,2020-12-17,"Software Developers, Applications","Ravz, Inc.",Irving,TX,110344.0,Texas,30029572.0
2404559,I-200-20345-948667,Certified,2020-12-17,Accountants And Auditors,Ma Partners Llc,Dallas,TX,68120.0,Texas,30029572.0
2404560,I-200-20345-948819,Certified,2020-12-17,"Software Developers, Applications",Sirius Xm Radio Inc.,New York,NY,126572.0,New York,19677151.0
2404561,I-200-20345-949350,Certified,2020-12-17,Information Technology Project Managers,"Olenick & Associates, Inc.",Chicago,IL,115378.0,Illinois,12582032.0
2404562,I-200-20345-951586,Certified,2020-12-17,Computer And Information Systems Managers,"Ebates Performance Marketing, Inc.",San Mateo,CA,148806.0,California,39029342.0
2404563,I-200-20345-950282,Certified,2020-12-17,Lawyers,"Formlabs, Inc.",Somerville,MA,80558.0,Massachusetts,6981974.0
2404564,I-200-20346-952018,Certified,2020-12-17,"Software Developers, Applications, Non R&D",Miami University,Oxford,OH,63274.0,Ohio,11756058.0
2404565,I-200-20346-952242,Certified,2020-12-17,Computer Systems Analysts,Ernst & Young U.s. Llp,San Jose,CA,101587.0,California,39029342.0
2404566,I-200-20345-950109,Certified,2020-12-17,"Software Developers, Applications","Change Healthcare Technologies, Llc",Nashville,TN,80163.0,Tennessee,7051339.0
2404567,I-200-20345-949328,Certified,2020-12-17,"Physicians And Surgeons, All Other",Memorial Sloan Kettering Cancer Center,New York,NY,59946.0,New York,19677151.0
2404568,I-200-20345-948162,Certified,2020-12-17,"Software Developers, Systems Software",Ameex Technologies Corp,Wayne,NJ,100526.0,New Jersey,9261699.0
2404569,I-200-20345-949875,Certified,2020-12-17,"Software Developers, Applications","Fedex Corporate Services, Inc.",Collierville,TN,69014.0,Tennessee,7051339.0
2404570,I-200-20346-952076,Certified,2020-12-17,Aerospace Engineers,Sine Draco Aviation Technology Ltd,Bellevue,WA,138840.0,Washington,7785786.0
2404571,I-200-20345-949984,Certified,2020-12-17,Computer Systems Engineers/Architects,"Atos It Solutions And Services, Inc.",Santa Clarita,CA,67205.0,California,39029342.0
2404572,I-200-20345-949374,Certified,2020-12-17,Computer And Information Systems Managers,"American Express Travel Related Services Company, Inc.",Phoenix,AZ,142938.0,Arizona,7359197.0
2404573,I-200-20345-950428,Certified,2020-12-17,"Software Developers, Applications","American Express Travel Related Services Company, Inc.",Phoenix,AZ,118602.0,Arizona,7359197.0
2404574,I-200-20345-949371,Certified,2020-12-17,"Software Developers, Applications, Non R&D","Medical College Of Wisconsin, Inc.",Milwaukee,WI,79602.0,Wisconsin,5892539.0
2404575,I-200-20345-951809,Certified,2020-12-17,Database Administrators,"Cbre, Inc.",Dallas,TX,116813.0,Texas,30029572.0
2404576,I-200-20345-948697,Certified,2020-12-17,Materials Scientists,Uchicago Argonne Llc,Lemont,IL,78291.0,Illinois,12582032.0
2404577,I-200-20345-951553,Certified,2020-12-17,Industrial Engineers,"Fujifilm Dimatix, Inc.",Lebanon,NH,81432.0,New Hampshire,1395231.0
2404578,I-200-20345-951043,Certified,2020-12-17,"Software Developers, Applications",Cgi Technologies And Solutions Inc.,Bloomfield,CT,85571.0,Connecticut,3626205.0
2404579,I-200-20345-948874,Certified,2020-12-17,Information Technology Project Managers,Persado Inc.,New York,NY,98569.0,New York,19677151.0
2404580,I-200-20345-949424,Certified,2020-12-17,Political Scientists,Trustees Of The University Of Pennsylvania,Philadelphia,PA,49067.0,Pennsylvania,12972008.0
2404581,I-200-20345-950739,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,"Pepsi-Cola Advertising & Marketing, Inc.",White Plains,NY,83429.0,New York,19677151.0
2404582,I-200-20345-950761,Certified,2020-12-17,Mechanical Engineers,"Amphenol Tecvox, Llc",Huntsville,AL,85072.0,Alabama,5074296.0
2404583,I-200-20345-949178,Certified,2020-12-17,Computer Systems Analysts,Blue Cross And Blue Shield Of Mississippi,Flowood,MS,72592.0,Mississippi,2940057.0
2404584,I-200-20345-951408,Certified,2020-12-17,Computer Network Support Specialists,Microstrategy Services Corporation,Tysons Corner,VA,65624.0,Virginia,8683619.0
2404585,I-200-20346-952222,Certified,2020-12-17,Electrical Engineers,Quantumscape Corporation,San Jose,CA,88712.0,California,39029342.0
2404586,I-200-20345-951669,Certified,2020-12-17,"Software Developers, Applications","Oncore Consulting, Llc",California,CA,97677.0,California,39029342.0
2404587,I-200-20345-948254,Certified,2020-12-17,Operations Research Analysts,Ernst & Young U.s. Llp,Hollywood,FL,75088.0,Florida,22244823.0
2404588,I-200-20345-950220,Certified,2020-12-17,"Software Developers, Systems Software","Compass Re Texas, Llc.",Dallas,TX,127150.0,Texas,30029572.0
2404589,I-200-20345-949354,Certified,2020-12-17,Accountants And Auditors,Pricewaterhousecoopers Llp,Mclean,VA,95576.0,Virginia,8683619.0
2404590,I-200-20345-950234,Certified,2020-12-17,Graphic Designers,Amazon.com Services Llc,Bellevue,WA,80059.0,Washington,7785786.0
2404591,I-200-20345-948920,Certified,2020-12-17,Medical And Clinical Laboratory Technologists,Lincoln County Hospital District,Caliente,NV,50440.0,Nevada,3177772.0
2404592,I-200-20345-949951,Certified,2020-12-17,"Software Developers, Applications","Acumen Solutions, Inc.",Farmington Hills,MI,95160.0,Michigan,10034113.0
2404593,I-200-20345-950028,Certified,2020-12-17,Marketing Managers,Rokt Corp,New York,NY,117790.0,New York,19677151.0
2404594,I-200-20345-950138,Certified,2020-12-17,Computer Systems Analysts,"Randstad Technologies, Llc",Apex,NC,95722.0,North Carolina,10698973.0
2404595,I-200-20345-949988,Certified,2020-12-17,"Software Developers, Applications","Lowe's Companies, Inc.",Charlotte,NC,122616.0,North Carolina,10698973.0
2404596,I-200-20345-948531,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,92102.0,Washington,7785786.0
2404597,I-200-20346-952050,Certified,2020-12-17,"Software Developers, Applications",Intuit Inc.,Mountain View,CA,120578.0,California,39029342.0
2404598,I-200-20345-948972,Certified,2020-12-17,Computer And Information Systems Managers,"Optum Services, Inc.",Austin,TX,128606.0,Texas,30029572.0
2404599,I-200-20345-951071,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,Crewcial Partners Llc,New York,NY,101338.0,New York,19677151.0
2404600,I-200-20345-949340,Certified,2020-12-17,"Special Education Teachers, Kindergarten And Elementary School",Houston Independent School  District,Houston,TX,54980.0,Texas,30029572.0
2404601,I-200-20345-950718,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",Mayo Clinic,Rochester,MN,61880.0,Minnesota,5717184.0
2404602,I-200-20345-951771,Certified,2020-12-17,"Software Developers, Applications",Thermo Fisher Scientific,Carlsbad,CA,117021.0,California,39029342.0
2404603,I-200-20345-951620,Certified,2020-12-17,Computer And Information Systems Managers,"Fictiv, Inc.",San Francisco,CA,166754.0,California,39029342.0
